customer_tweet_id,customer_text,amazon_reply,created_at
1144082,"Per essere certo che non mi arrivi in tempi ragionevoli @115821 sta facendo fare il giro d'Italia al mio pacco
#noncicasco #nonmiiscrivoaprime",@389280 Hai riscontrato degli inconvenienti con la spedizione del tuo ordine? ^FS,Tue Oct 24 11:08:49 +0000 2017
1148723,@AmazonHelp If they would've been committed then it would actually have been a genuine product. The Samsung service center informed me that it's a fake,@390330 We will consider this as feedback and ensure to pass it on internally for improvements. ^RW,Wed Oct 25 03:53:28 +0000 2017
2880426,"Le principe, c'est d'acheter *un* cadeau de Noël au meilleur prix. Ben avec @115821 c'est pas forcément simple. https://t.co/f9oucvQwal","@799331 Bonjour, Est-ce que la date de livraison a changé ? ^SN",Tue Nov 28 07:56:45 +0000 2017
2945573,"@AmazonHelp Most recent tracking info. I have my doubts about that delivery time, considering. https://t.co/zLUJFZunDS",@223600 We'd like to look at this order with you and help the best we can! Please reach out to us by phone: https://t.co/hApLpMlfHN ^DD,Wed Nov 29 18:19:01 +0000 2017
2917189,"@AmazonHelp I just want to know what time it would leave the warehouse. No one is assuring me it's going to actually leave the warehouse today. That's my concern. The last time this happened, you guys were actually out of stock.","@807445 I'm sorry, we can't speculate on our warehouse shipping time-frames. It's not uncommon for an item to ship and be delivered the same day it's due, though. ^AM",Tue Nov 28 23:53:36 +0000 2017
2913146,@116875 que puedo hacer con las compras que hice si mi cuenta está suspendida?,"@806436 ¡Hola, Alfonso! Sin compartir información personal, ¿podrías informarnos si recibiste un correo con instrucciones sobre como accesar a tu cuenta de nuevo?. ^NB",Tue Nov 28 22:31:47 +0000 2017
99913,"Seriously annoyed that my mattress from @115821 hasn't arrived yet and tracking says ""wait a few days""",@137877 I'm so sorry for the wait! What was the original estimated delivery date? ^DY,Thu Nov 30 17:10:07 +0000 2017
2906573,"So @115830 left my delivery (which contained an expensive electronic item) in the garden, all day.. unsheltered! Oh and it rained. . . #nothappy #useyourhead #merryxmas https://t.co/zZCbNvd1Gq","@498268 I'm so sorry your parcel was left out in the rain! Is the item okay? Also, just to clarify, is the back garden not the safe place you selected? ^WJ",Tue Nov 28 20:05:55 +0000 2017
853920,"@AmazonHelp Yeah been a customer for many years and been let down SO MANY times , I know how it works.",@322823 Apologies - does your tracking indicate a delivery attempt ?  ^TD,Fri Oct 13 15:18:34 +0000 2017
820637,@AmazonHelp Okay! Will be waiting for that.👍🏻,"@315474 Awesome, definitely a great watch! :D ^HD",Thu Oct 12 22:21:13 +0000 2017
629585,Hey @AmazonHelp I ordered something on Sunday from my Prime account. Thought it would’ve been delivered already. Checked status and won’t be delivered until Saturday. Your CS rep claims I selected standard shipping. I didn’t. Why would I? Now I have to buy locally. Thanks.,@269139 I'm sorry to hear this. We expect items to arrive by 8 PM on the date shown at checkout. That date can also be found in your confirmation e-mail. Please let us know if we ever miss that date. ^LI,Wed Nov 22 15:34:47 +0000 2017
236164,@AmazonHelp There is no option not to auto renew because th payment got declined. I don't want to add a working card because I will be charged.,@172247 Hi Annabel- Might be best to speak with us directly and we can see what we can do for you: https://t.co/JzP7hlA23B ^NV,Sat Oct 07 12:45:03 +0000 2017
2299567,"Le jour J approche ! :)
J'espère que les dates sont bonnes @120533 😁
#YourName https://t.co/lChz8999DO","@667446 Bonjour, la date de sortie approche ;) Le nécessaire est fait pour vous livrer dans les délais indiqués sur votre compte. ^MH",Sun Nov 12 15:54:35 +0000 2017
2858113,dear @AmazonHelp - I’m not sure this is how I was meant to receive my moisturiser 🙈 what do I do about getting it sorted please? https://t.co/W0tW8ShS3S,@154204 I'm sorry for the trouble! Let's go over your available options here: https://t.co/JzP7hlA23B ^LL,Mon Nov 27 21:55:27 +0000 2017
874570,@AmazonHelp @115850  @115821 @115830 finally i blocked by amzn and i hv no way to contact amzn...i want my mony ....#chor_amazon https://t.co/elf3cVJ79v,@326597 We have responded to your query here; https://t.co/8DAc10S7ww. Please refer to the email sent by social media team. ^SY,Wed Oct 18 03:47:30 +0000 2017
1168499,Looks like the @118706 thought my @115821 box was actually a football. https://t.co/VA1nDtvwtv,"@394854 Terribly sorry for the damage, Matty! Looks like someone spiked this in the end zone! 😨 Were the contents damaged? ^JZ",Sun Oct 15 19:55:05 +0000 2017
107266,@AmazonHelp just received an email staying I have to send in Information of my address an so on  can you explain why this is? I've purchased from you  before with no hassle and now this?,"@139823 We don't have access to accounts over Twitter. However, you can reply to the e-mail you received with any questions. ^AJ",Thu Nov 30 21:11:39 +0000 2017
572839,"Had to cancel this order from @115850 on 28th Nov and it's been 5 days already with no update on my refund as well the 3k Amazon card voucher that I used. What's wrong with your #customerservice #amazon?!? My 30,000 is stuck! This is just unacceptable!! https://t.co/tN1uEyQWoy","@254616 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2) ^JS",Sun Dec 03 05:28:16 +0000 2017
1240390,@AmazonHelp It's just sad. People shouldn't waste money on prime services or membership. It's a scam.,"@151182 We try to deliver the packages as early as possible. It's rare that the estimates are rescheduled. An email has already been sent to you with a reply, please check it using this link here: https://t.co/NTkrxpsbHJ ^KA",Tue Nov 14 06:01:06 +0000 2017
1104500,@117795 thank u for allowing us people to feel more entitled then we already do I want my stuff now &amp; when I mean now I mean Sunday,@380638 W/out giving account info can you tell us what's going on? Did an order not arrive on time here: https://t.co/Y5jpI9gRhE? ^JM,Mon Oct 23 22:59:24 +0000 2017
2089246,Bunch of @115830 orders left outside and not been received. Tried complaining and emailing. Does anyone have a number?,@617605 Sorry to hear and thanks for highlighting. Can you request call back here: https://t.co/JzP7hlA23B? ^MC,Wed Nov 08 10:13:46 +0000 2017
1170200,Amazon just emailed me to let me know delivery on my pre-order of @13505's book will be delayed. Must have crushed that presale,"@395240 I'm sorry for the delay! Please keep us posted on your order's arrival, we want to ensure your receive it. ^EZ",Sun Oct 15 20:14:07 +0000 2017
292333,"@AmazonHelp Promotion is advertised here: https://t.co/t0E3aW4WTg

I purchased the ASUS 1080 Ti linked on that page, was told by a rep it isn't eligible","@185625 So sorry for the issues, Cody. I'm unable to see the promo on the page you provided. Can you link us to the promo directly? ^AD",Fri Oct 06 16:36:27 +0000 2017
1093241,Amazonからカメラ等届いたけど、一緒に注文したSDカードが入ってないよ😤電話も繋がらないし😤,@378006 ご迷惑をおかけしております。アマゾンが販売発送する商品であれば、注文履歴から交換のお手続きをいただくことにより商品を再度送らせていただきます。商品の返品&gt;付属品や特典が不足しているを選択、コメントに商品が入っていなかった旨を記載してください。ET,Sun Oct 15 04:27:25 +0000 2017
2437734,@AmazonHelp Useless,"@337608 We'd like to help, kindly share your details here: https://t.co/GIJyeYqKE0, and we'll reach out to you soon. ^MA",Sun Oct 29 16:01:10 +0000 2017
1891371,@115850 my orders 405-3303122-0102700 and 405-2724334-8547546 hasn't been delivered even though it has reached the destination.,"@564005 We ship the products to meet the estimates, could you please tell us if we've missed the estimated delivery date? 1/2^HN",Wed Oct 18 12:02:00 +0000 2017
1371412,MY PHONE CASE CAME IN AND ITS A 6S NOT A 6S+ FUCK YOU @115821,@439222 I'm sorry for the mix-up! You can view refund/replacement options with us here: https://t.co/QWDWOxot5y ^KP,Mon Nov 06 19:52:44 +0000 2017
2403967,Sto scoprendo cose fantastiche su @120540.. a questo punto bisogna solamente aspettare il #blackfriday2017,@691513 🎉. ^RP,Tue Nov 14 14:03:53 +0000 2017
1710134,@AmazonHelp I could not find any correspondence in regards to my case of delivery of marble piece in place of mobile https://t.co/htEVZqlLQt,@518120 Thank you for the confirmation. Our concern team is looking into it and we'll contact you as soon as we receive an update. ^AM,Thu Nov 09 10:30:58 +0000 2017
231753,@AmazonHelp Not at all. Haven't added at all,@171198 Let us check this out for you. Please drop your details here: https://t.co/nQrSan0COS and we'll reach out to you. ^VM,Wed Oct 04 03:21:58 +0000 2017
326717,"@AmazonHelp You tell me, i'm weak with tech https://t.co/mhP20nXAni",@193845 That appears to be an error on your console that you're using. You may explore return options here: https://t.co/fBHnnCmV5f ^JE,Sat Oct 07 16:33:49 +0000 2017
1235557,"@AmazonHelp Oi! Ainda não, isso que me preocupa.",@409802 Poderia nós enviar o link do livro que você comprou? ^DA,Wed Oct 25 18:36:47 +0000 2017
2953663,your service is useless @AmazonHelp,"@815514 Hey Jack, I'm so sorry for the poor experience you've had with us! Without providing account or personal details, could you tell us what the original issue is? ^AR",Wed Nov 29 18:09:35 +0000 2017
218099,@AmazonHelp I actually got my code late last night. Happy I got it but I should have received it earlier and I got it after putting in a request. Thanks,"@167997 Ok, glad you got the code, thanks. ^KM",Thu Oct 05 10:51:08 +0000 2017
347354,"@AmazonHelp No, I was not given a reason, nor would any makes sense. Secondly, you sent me a link to a warranty page, not anything about reviews.",@194382 Whoops! This link should do the trick: https://t.co/Ck6LoxwmPV ^JZ,Sun Oct 08 14:26:47 +0000 2017
1119618,@149473 @115850 track no. 69987244611. Its in same city from 22 Oct thn why it's getting deliver late by 27 . Supposed to b on 23,"@207973 Please don't provide your tracking details, we consider it to be personal information. Our page is visible to the public. ^KA",Tue Oct 24 05:19:21 +0000 2017
373286,"@AmazonHelp Person I spoke with was confused, didn't understand what was going on and just told me someone would get back to me.",@204453 I understand you frustration! We'll do everything we can. Please let us know if you need assistance in the mean time. ^HC,Mon Oct 09 00:28:18 +0000 2017
1226571,@AmazonHelp I already did that. Got a revert on mail but not on call.,"@404398 Please write back to the email you've received from our team, requesting for a call back and we'll get back to you. ^SQ",Thu Oct 26 00:12:21 +0000 2017
1723429,@115851 @7092 @115850 @AmazonHelp Nth apologetic email from @115850 but no solution. Utter waste of time. https://t.co/35mpj3FEFf,"@507510 We'd like to fix this for you, Sudhanshu. I'd request you to write to us using the registered email address or phone number.^JC",Tue Nov 07 08:18:07 +0000 2017
2668012,@115830 appear to have updated the app to make it impossible to contact anyone about your order.  Just in time for the Christmas rush....great work 👍🏻🖕🏻,@751552 Have you tried reaching us here: https://t.co/JzP7hlA23B ?^CD,Sun Nov 19 09:48:05 +0000 2017
1544573,@115821 As a prime member it is unacceptable that items promised to be delivered within two business days are not arriving on time.,@478417 I'm sorry for the wait! Did we miss the delivery date shown here: https://t.co/Y5jpI9gRhE? ^LJ,Sat Nov 04 05:14:25 +0000 2017
2318469,@115821 why do my orders disappear when an item goes out of stock but I don’t get a notification about it so I can order something else?,@672085 I'm sorry you didn't receive any notifications! Did you receive an e-mail from Amazon about your order? ^DD,Thu Oct 19 23:21:38 +0000 2017
113795,"@AmazonHelp Amazon video app won't play on @172 smart TV. All loads up OK but as soon as I choose a programme and press play, it just reverts back to the tv...can anyone help?",@141275 Hi. Has this just started happening or have you always had this issue? Is there any error message or just back to normal screen? ^NV,Thu Nov 23 16:21:43 +0000 2017
2094043,"@AmazonHelp Nel mio, vero e con prime, l'ordine risulta in consegna il 10 novembre.
Il quello simulato invece https://t.co/dczRI8YTwn",@207161 Contatta la nostra Assistenza cliccando qui: https://t.co/YtcS8zMWhk. ^MA,Wed Nov 08 11:01:53 +0000 2017
286354,@AmazonHelp Thanks for reply  but english version also do the job with hindi and bengali subs,@159201 You're welcome. We'll be sure to share your preference internally. ^VN,Fri Oct 06 14:50:01 +0000 2017
682477,"@AmazonHelp Order wrongly marked as delivered on 16-Oct, but, no update/delivery till now even  after repetitive complaints. Is there any support system still available in Amazon? #PatheticSupport","@282888 I understand that the issue has prolonged enough and I apologize for it. Please be assured that our team is actively working on this. For further information and updates, please revert to the latest email received from us. ^SK",Sat Nov 11 13:21:37 +0000 2017
2893163,"@AmazonHelp i use .com ... i have all of Saga Six Pack ""kindle edition"", except Saga Six Pack 7.",@801893 Thank you for confirming! I'm afraid we don't have access to this information. We suggest keeping an eye out online for any changes! ^AB,Tue Nov 28 15:30:18 +0000 2017
1343571,@AmazonHelp I’ve tried that! I’d happily print it myself but this is the page I keep getting when I ask to return it. Says I need to take it to a store. https://t.co/WKF1At4nvm,"@433357 I'm so sorry for the trouble. We'd like to help sort this out, please contact us here: https://t.co/JzP7hlA23B ^CO",Fri Oct 27 16:27:46 +0000 2017
206787,"@AmazonHelp Sí, esto lo llevo haciendo varias veces al día desde el jueves pasado. Estoy empezando a perder la paciencia.",@164973 ¿Qué te han indicado en nuestro Soporte al Cliente? ^JQ,Wed Oct 04 21:40:06 +0000 2017
745083,@AmazonHelp @115850 U r as competent as ur customer service on ph.,"@298115 We'd like to help, Amit. As requested earlier, please send us your details through the link shared earlier. ^MA",Wed Oct 11 17:23:33 +0000 2017
2931329,@AmazonHelp Nope. Like I said they never even knocked. It was royal mail. I did get my usual post and heard the letter box so went and checked to see if there was anything about Amazon but nothing. Used prime to do online Christmas shopping so it would be delivered.,"@810808 I am sorry to hear this - have you checked the tracking for RM to confirm they attempted delivery? If so, do you have issues collecting from the Sorting Office ? ^TD",Wed Nov 29 08:02:03 +0000 2017
2291866,@115850 what's this? Scam? Genuine? https://t.co/kiJeQLNt6q,"@369319 I get your concern. However, this isn't from Amazon. You can find the offers listed in our website. You can access our website or app for offers. ^JS",Sun Nov 12 11:53:28 +0000 2017
1071144,@115830 can you DM about an aftersales issue. Thanks,"@372768 Absolutely! Please DM us, using this here: ^AH https://t.co/1XyLaGkcaN",Mon Oct 23 15:58:30 +0000 2017
497290,@AmazonHelp https://t.co/O6Mf9WBWMR,"@233672 It looks like we don't have an estimated delivery date yet available for the product. Once a date is calculated, we will e-mail you with an update! ^AB",Fri Dec 01 19:01:18 +0000 2017
306558,@AmazonHelp https://t.co/fmgg5St9VX is unresponsive.. The maker is a month old and stopped working. We would like to have it replaced,@189193 Please reach us directly via phone or chat so we can go over available options with you: https://t.co/EKXRLsnxJu ^BV,Fri Oct 06 23:29:58 +0000 2017
281342,"@AmazonHelp What excuses your CCEs  give.  I've got sms for an early delivery, he is stuck on 9th Oct.",@183036 We deliver orders by 8 PM on the Estimated Delivery Date. I request you to kindly wait till the time and 1/2 ^SB,Fri Oct 06 14:21:59 +0000 2017
2663165,"@120540 come mai ho ordinato un libro il 6 novembre, che sarebbe dovto arrivare il 16 novembre ma non mi è ancora arrivato? Se vado negli ordini in corso dice : spedito... ma ho paura che il pacco non arrivi più.",@750512 Si tratta di un ordine spedito da Amazon o da un venditore Marketplace? Clicca qui: https://t.co/oGmhNDaGue per verificarlo. ^VE,Sun Nov 19 08:24:50 +0000 2017
1547229,@115830 Not sure how 3 days to deliver an item is considered Prime service. #badservice #nextdaydelivery,@479066 So sorry about the delay. We do aim to deliver by the delivery date given at the time the order was placed. ^KM,Sat Nov 04 07:30:21 +0000 2017
450733,@AmazonHelp Chronopost (171-9848344-0373941 le numéro de commande),"@221867 Nous ne manquerons pas de remonter cela, je vous prie également de le signaler à notre SAV via : https://t.co/hgIrz98cdI afin d'y remédier.
^KE",Thu Nov 30 21:53:58 +0000 2017
2399207,@AmazonHelp Do you mean email customer service or use the website to cancel the order. This loaded when I clicked on cancel order. https://t.co/G3p0hhRKvi,@690399 Try contacting us directly on a browser instead of the app. ^KM,Sat Nov 18 08:45:03 +0000 2017
2115621,@AmazonHelp  living in belgium I can pick amazon.de or .fr for a prime membership.  Is the movie / series selection and choice of languages based on my location or the country prime membership (.de or .fr) that I would pick? thanks,@623671 Hi! Neither nor. You will get access to https://t.co/fh7vpInAEG instead. ^AS,Wed Nov 08 14:51:47 +0000 2017
1051929,"@AmazonHelp Order 
202-0668226-2705165 is now over 10 days late for delivery. Please can you cancel and refund item. Many thanks.","@273534 Hi, we do not have access to your account via Twitter. You can cancel your order here: https://t.co/aaDyEz1VgE ^CR",Mon Oct 23 08:28:30 +0000 2017
2845580,@AmazonHelp had placd oneplus5t jst after its https://t.co/OQcCaKVDfX claim to deliver prepaid order to prime members in 3-4days but it hasnt reached yet,@791502 I'm sorry for the delay in delivering your order. Have you reported this to our support team here: https://t.co/vlvfJr4nN9? We'll be glad to help. ^MJ,Mon Nov 27 18:01:15 +0000 2017
437932,"One of the worst experience of selling on @115850. Item dispatched on 2nd November, rejected by buyer on 5th and for next 3 weeks nobody is aware where the hell returned package is. Lost my one month following up and lost so many buyers who will bear the cost of lost time?",@219032 I understand your concern regarding the delivery of the product. Apologies for the unpleasant experience. Please fill in your details here: https://t.co/beaaDm0muc and we'll get in touch with you at the earliest. ^SC,Sat Nov 25 05:38:54 +0000 2017
2459161,Is @115821 prime app really the only app that doesn't link from your phone to a smart TV?🤔 Get on your shit.,"@704274 Hello Ian - To connect to Smart Devices, we recommend using our Alexa app.  Here are some tips on how to connect the Alexa app to your Smart TV: https://t.co/7NMOzgH6jm ^KL",Wed Nov 15 06:21:16 +0000 2017
1366088,@AmazonHelp Ciao. Segnalato al servizio clienti sabato pomeriggio e casualmente sabato sera i tre pacchi che aspettavo sono stati danneggiati e non arriveranno più. Vostro corriere +++,@438019 Mi dispiace per l'accaduto! Posso chiederti chi era il corriere? ^MA,Mon Nov 27 11:45:29 +0000 2017
511716,@AmazonHelp There is no updated delivery date but it's Amazon Prints so it's not on that information,@237642 Thanks for your continued patience! Orders may be delayed for various reasons during Holiday peak times. You will receive an email containing tracking information when it ships. Sorry for the inconvenience. ^SH,Sat Dec 02 01:54:28 +0000 2017
2284193,@AmazonHelp no reason. Tried to get a refund on my shipping was told I had to wait until Tuesday to see if it gets delivered or not,@663792 I see. Thank you for confirming! Please allow us another opportunity to resolve this for you by phone or chat here: https://t.co/hApLpMlfHN. We want to make this right! ^SD,Sat Nov 11 16:17:04 +0000 2017
1249443,@AmazonHelp Friday 10/27,@203605 We will send you a confirmation e-mail once it ships. Let us know if you run into issues! ^EB,Thu Oct 26 03:36:50 +0000 2017
608016,@AmazonHelp « En transit »,@264519 Et quelle était la date prévue de la livraison de votre commande ? ^SB,Wed Nov 22 12:24:11 +0000 2017
1092429,@116316 Das ist schonmal was. Vielen lieben Dank :),@377790 Bitte 😊,Mon Oct 23 21:00:35 +0000 2017
806327,@AmazonHelp Yeah my package was suppose to arrive yesterday by 9pm now it says it might not come until tomorrow,"@312151 Sometimes delays can happen, but we want to make sure you receive your order! Let us know if it doesn't arrive by tomorrow! ^ME",Thu Oct 12 17:55:21 +0000 2017
2094046,"@AmazonHelp Perché dovrei contattare la vostra assistenza per un problema causato da voi e dipendente dal vostro scadente sistema di spedizioni? Io mi limiterò ad acquistare altrove d'ora in poi visto che, oggettivamente, mi discriminate.","@207161 Da Twitter non abbiamo modo di fare tutte le verifiche necessarie, per questo è necessario contattare il Servizio Clienti. ^CS",Wed Nov 08 11:32:47 +0000 2017
1554354,"Great customer service from Jürgen at @116316 , thanks!",@480784 Thanks 🙂 You are welcome. Kind regards ^TR,Sat Nov 04 11:11:32 +0000 2017
862505,@115850 @AmazonHelp #cheating  careless  orderd 5738 received 3738 replacement is also the same #AmazonEffect #bechoaurbhago https://t.co/TalRcEL43r,"@324801 Please don’t provide the order details, we consider it to be personal info. Our Twitter page is visible to public. 2/2 ^MA",Fri Oct 13 14:35:39 +0000 2017
1406098,I updated the card and they try to take the money agin but I already buy it before @AmazonHelp,@446836 Are you still seeing the payment revision message for your order after updating the card? ^KH,Mon Nov 13 13:23:40 +0000 2017
534144,"@AmazonHelp Juste marre de jouer au chat et souris ....
Pour moi c'est pas grave....Des offres y'en a partout mais au vu de la manière...Les 3 ou 4 retraits ""incompréhensibles"" d'amazon, on demandera le remboursement Justificatifs à l'appui...On le fera aujourdhui
Merci bon courage",@243713 Vous pouvez remplir ce formulaire : https://t.co/HtUowg2UGX afin de pouvoir consulter votre compte et remonter ces retraits au service concerné ^ME,Sat Dec 02 12:50:55 +0000 2017
2885683,@AmazonHelp Worst support by team. @8105 I want to file a complaint against this company. Kindly help me,@772338 I'm sorry to hear you've had a poor experience with us! May I inquire as to what the issue is? ^RO,Tue Nov 28 11:46:16 +0000 2017
668518,@AmazonHelp Yes,@279400 I am sorry to hear this. Can I ask have you been updated via email as to why the order is delayed please?^GA,Thu Nov 23 09:57:18 +0000 2017
510268,"@AmazonHelp Vu tous les tweets que je viens de lire, c'est inadmissible que Amazon prenne encore @120535 pour ses envois. Laissez nous le choix du transporteur au pire ...",@237233 Le choix du transporteur n'est malheureusement pas possible mais vos avis nous sont importants pour améliorer la qualité des services. Merci pour votre compréhension. ^MH,Sat Dec 02 00:30:47 +0000 2017
2772345,decepcionada com a @117086 nunca atrasava encomenda. aí comprei o som e a fúria doida pra procrastinar essa semana e já tá 3 dias sem chegar aqui em casa. enquanto um box q minha roommate comprou na Black Friday já tá aqui :|,"@774908 Olá. Me diga, qual a data de entrega indicada no e-mail de confirmação do pedido? Por favor, não compartilhe o número de pedido. ^CR",Mon Nov 27 00:29:58 +0000 2017
109831,@AmazonHelp Mi compra esta retenida desde el viernes pasado :(,@140388 Lamentamos los inconvenientes con tu pedido. Nos gustaría saber ¿Ya te has puesto en contacto con el transportista? En este enlace puedes encontrar la información de contacto de los transportistas: https://t.co/l2spuiwlpF. ^MZ,Thu Nov 23 22:04:50 +0000 2017
167936,"Qd tu a 4 fois @120533 au téléphone pour te dire que ta commande n'est pas envoyée car il manque encore un produit mais que tu ne peux pas l'annuler parce qu'elle est sur le point d'être expédié.
Et bah ça énerve un peu qd même.","@155066 Bonsoir Yann, désolée d'apprendre cela. La livraison de votre colis est prévue pour quand s'il vous plaît ? ^MA",Fri Nov 24 20:33:02 +0000 2017
2825625,@AmazonHelp Tell me reason why shouldn't we file a case in the consumer Court.,"@287440 We wouldn't be able to comment on that. However, we'd love to assist you regarding your order. Therefore, request you to use the link provided above to get in touch with us. Appreciate your understanding. ^AM",Mon Nov 27 14:28:46 +0000 2017
45525,@AmazonHelp Yep. Original estimate 27 October. New estimate 31 October. It's been 'in transit' since Friday....,"@126077 We'd like to take a closer look at the delivery with you. When you have a moment, contact us here: https://t.co/JzP7hlA23B ^RA",Wed Nov 01 16:53:57 +0000 2017
986352,"@115850 @115821 @AmazonHelp : outrageous!my uncle ordrd mobile # 405-5688067-2004349.D mobile was returned,but the amount was not refunded","@353765 Also, please don’t provide your order details as its personal information. Our Twitter page is visible to public. 2/2 ^RS",Sun Oct 22 11:11:31 +0000 2017
63959,@AmazonHelp That’s the customer care link itself which hasn’t helped at all. I was told that it would be delivered within two hours and it’s been more than 18 now.,"@130691 I’m sorry about this experience with your order delivery. I’d like to assist you, please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest ^RW",Thu Nov 30 08:05:00 +0000 2017
72014,初めてAmazon優秀やんって思った https://t.co/LMIusQLoOo,@132157 (お褒めいただき、恐縮でございます・・・)O o｡.(´ω`) ET,Thu Nov 30 09:54:44 +0000 2017
274053,Amazonのコンビニ支払いの仕方がわからない,@181484 こんにちは、Amazonです。お支払いの仕方がわからないとのことですが、詳しくおしえていただけますか？SK,Fri Oct 06 05:07:50 +0000 2017
877703,"@AmazonHelp In asking for help, Amazon disconnects the chat. Thanks. https://t.co/z0O2JdhOGL","@328046 Oh my! I'm sorry for this. Just to clarify, were you able to get back through to us? If not, can you tell us what's going on? ^AL",Fri Oct 20 18:41:43 +0000 2017
764758,A little annoyed my @115830 delivery was delivered this afternoon while I was at work and just left outside my front door! Any1 could have,"@302782 Terribly sorry about that, Tamsin! Are those instructions arranged as your safe space here? https://t.co/qlmL6Px359 ^JD",Wed Oct 11 21:53:09 +0000 2017
