customer_tweet_id,customer_text,intent,escalate,escalation_reason
2350932,"@AmazonHelp My phone got stolen, and I used to have two-factor authentication. I don't live in the US, and my country (Chile) isn't listed on the ""call list"" WHAT CAN I DO!?",account_access,yes,needs_human_support
909892,"@115850 Would like to report a wrong delivery. Ordered Micro-USB cables for my parents, got TypeC cables instead # 403-6079381-8826765 1/2",wrong_item,no,none
350603,@115850 how could u cancel ky order without my permission.. 😤,order_status_tracking,yes,needs_human_support
306558,@AmazonHelp https://t.co/fmgg5St9VX is unresponsive.. The maker is a month old and stopped working. We would like to have it replaced,return_replacement,no,none
1763842,@115830 Prime fail .... might be with you by Friday .... not really next working day is it? Don't promise if you can't deliver!  #fail #primefail #prime #AmazonPrime https://t.co/j0Z0mjpFb3,delivery_delay,yes,delivery_issue
1343571,@AmazonHelp I’ve tried that! I’d happily print it myself but this is the page I keep getting when I ask to return it. Says I need to take it to a store. https://t.co/WKF1At4nvm,return_replacement,no,none
1742701,Pas très écolo le carton pour un jeu de switch @120533 https://t.co/a3o1CXppze,other_general,no,none
2885683,@AmazonHelp Worst support by team. @8105 I want to file a complaint against this company. Kindly help me,other_general,yes,needs_human_support
2466405,@AmazonHelp Didn't arrive.,delivery_delay,yes,delivery_issue
1209839,@AmazonHelp I did 3 times and each time they said it would be the next delivery,delivery_delay,yes,delivery_issue
572839,"Had to cancel this order from @115850 on 28th Nov and it's been 5 days already with no update on my refund as well the 3k Amazon card voucher that I used. What's wrong with your #customerservice #amazon?!? My 30,000 is stuck! This is just unacceptable!! https://t.co/tN1uEyQWoy",refund_issue,yes,delayed_refund
1051929,"@AmazonHelp Order 
202-0668226-2705165 is now over 10 days late for delivery. Please can you cancel and refund item. Many thanks.",delivery_delay,yes,delivery_issue
320049,@AmazonHelp No option to reply for any email .. Please ask support manager to call me ASAP. Its urgent!!,other_general,yes,needs_human_support
1151136,@AmazonHelp Got it working. Thx.,technical_product_issue,no,none
856935,@AmazonHelp .com. It was supposed to ship last week. Now it's listed as unknown.,delivery_delay,yes,delivery_issue
99913,"Seriously annoyed that my mattress from @115821 hasn't arrived yet and tracking says ""wait a few days""",delivery_delay,yes,delivery_issue
2663165,"@120540 come mai ho ordinato un libro il 6 novembre, che sarebbe dovto arrivare il 16 novembre ma non mi è ancora arrivato? Se vado negli ordini in corso dice : spedito... ma ho paura che il pacco non arrivi più.",delivery_delay,yes,delivery_issue
752881,"@AmazonHelp Si, tb puedo decirte un pedido reciente de la cuenta que no entra",account_access,yes,needs_human_support
818202,@AmazonHelp Consistently. I would really prefer actual dates to “guaranteed” ones. No matter the cost.,delivery_delay,yes,delivery_issue
352825,"It gives me this message, however when I click update nothing happens. @115850 @AmazonHelp https://t.co/hMIbecmUsV",technical_product_issue,no,none
1516076,@AmazonHelp I spoke w them immed and they offered no help. Only a refund and small credit. Could not reach driver bc of policy. Unacceptable.,delivery_delay,yes,delivery_issue
2668012,@115830 appear to have updated the app to make it impossible to contact anyone about your order.  Just in time for the Christmas rush....great work 👍🏻🖕🏻,technical_product_issue,yes,needs_human_support
129656,@AmazonHelp @AmazonHelp please help me,other_general,no,none
2880426,"Le principe, c'est d'acheter *un* cadeau de Noël au meilleur prix. Ben avec @115821 c'est pas forcément simple. https://t.co/f9oucvQwal",other_general,no,none
1180559,@AmazonHelp Last two months a slew of products damaged inside pristine shipping boxes. Some with sharp puncture marks all the way through.,damaged_item,yes,damaged_item
2845580,@AmazonHelp had placd oneplus5t jst after its https://t.co/OQcCaKVDfX claim to deliver prepaid order to prime members in 3-4days but it hasnt reached yet,delivery_delay,yes,delivery_issue
2159508,何じゃこりゃーAmazonプライム試してないぞ！詐欺ですか！？,payment_billing,yes,unauthorized_charge
2758150,@AmazonHelp Is any timeline? Should I cancel my order? Please let me know,order_status_tracking,yes,delivery_issue
495876,ya mañana sabré si mi paquete que pedí de @115821 esta a salvo y completo en la casa de la tia @22757 :D,other_general,no,none
1895476,@115821 My package wasn't delivered and I can't find a phone number to call customer service! What is the number for customer service?,other_general,no,none
437932,"One of the worst experience of selling on @115850. Item dispatched on 2nd November, rejected by buyer on 5th and for next 3 weeks nobody is aware where the hell returned package is. Lost my one month following up and lost so many buyers who will bear the cost of lost time?",order_status_tracking,yes,needs_human_support
1093241,Amazonからカメラ等届いたけど、一緒に注文したSDカードが入ってないよ😤電話も繋がらないし😤,missing_package,yes,missing_package
366498,@AmazonHelp I’d like to undo an accidental cancellation of an order @ can’t find the option. Could you do it if I tell you the order # ?,return_replacement,no,none
326717,"@AmazonHelp You tell me, i'm weak with tech https://t.co/mhP20nXAni",technical_product_issue,no,none
234768,@AmazonHelp @115851 @115850 @10265 From 22nd September I m writing &amp; twitting but Amazon always reply that it will credit on 25sep then 28th then 1st then 3 then 5th Oct but,refund_issue,yes,delayed_refund
156819,@AmazonHelp Still awaiting some real help here. Hope help is on the way. One of those few customers who doesn't mind being patient but this does not mean waiting for eternity dear @115850,other_general,yes,needs_human_support
1270999,@115850 can I pay for my COD order using Amazon pay?,payment_billing,no,none
124058,"@115830
Ordered item on Prime
 Dispatched 22nd to get to me next day (that’s what you promised)

But, You sent it Royal Mail for a 24th to 27th Delivery, and if I don’t get it by Tuesday 28th to contact you?

So what happened to your Prime Guarantee?",delivery_delay,yes,delivery_issue
365219,@AmazonHelp Bought a note8 as per the terms and instructions I registered with galaxy app and within 4 days I should have got the coupon to redeem the,other_general,yes,needs_human_support
2282995,"@AmazonHelp Eu já receeeeeebi TUDO, migs!",other_general,no,none
763609,@115850 @AmazonHelp will take my Consumer Complain back and trust Amazon again. Atleast u can give me a 300rs gc for my inconvenience. Pls https://t.co/mgBH6aX4J7,other_general,yes,needs_human_support
2543915,@AmazonHelp I restarted the firestick a couple days ago. It's been fine. Now I'm trying to watch some football and https://t.co/Q5KVx4Kv1Y,technical_product_issue,no,none
2824653,"@AmazonHelp @115850 Order ID- 405-1654839-4490746 picked up with wrong tracking details, please help! https://t.co/gWBZBPV96L",order_status_tracking,yes,delivery_issue
497290,@AmazonHelp https://t.co/O6Mf9WBWMR,other_general,yes,needs_human_support
437977,why is amazon prIME NOT WORKING how am i supposed to watch a film I’ve seen 5 times before to forget real life struggles &amp; responsibilities,order_status_tracking,yes,delivery_issue
2777346,@AmazonHelp Problème réglé :),other_general,no,none
2431214,"why cant amazon accept my payment method, had my order declined 3 times now for seemingly no reason",payment_billing,no,none
511716,@AmazonHelp There is no updated delivery date but it's Amazon Prints so it's not on that information,order_status_tracking,yes,delivery_issue
77611,"@AmazonHelp Are you really from Amazon.. I have given my order number and you just can't reach to me.. #Amazed

You just doing fraud with Indians... and show yourself clean with your fake database.",technical_product_issue,no,none
1344539,"@AmazonHelp Yep we have literally tried everything possible, they are calling back tomorrow evening. Have only  had it since Feb! #fedupnow",technical_product_issue,yes,needs_human_support
1179698,Hey @115821 your delivery guy decided to leave the boxes for the entire building in our office.  Guess I'm the delivery guy now? https://t.co/zwSWiN8Nc8,order_status_tracking,yes,delivery_issue
862505,@115850 @AmazonHelp #cheating  careless  orderd 5738 received 3738 replacement is also the same #AmazonEffect #bechoaurbhago https://t.co/TalRcEL43r,wrong_item,yes,wrong_item
333182,"@AmazonHelp It's continually restarting, freezing and running crazy slow. I would get the fire TV box if it weren't so darn expensive.",technical_product_issue,yes,needs_human_support
2149535,"@AmazonHelp Ok but when placing an order, your site always tells you if the item is eligible for P.O. box delivery or not. My order was processed and went through with no issues",order_status_tracking,yes,delivery_issue
2472378,"@AmazonHelp So many times recently. What is this? Instructions say ""leave in greenhouse"". Why is this so difficult all of a sudden?!! Is this an ideal place for your driver to leave my parcel? 😤 https://t.co/Ps6IKxUxs7",order_status_tracking,yes,delivery_issue
35928,@AmazonHelp Muito obrigada de verdade,other_general,no,none
2724452,@115830 @AmazonHelp I’ve just had two orders delivered to a neighbour however they only left the neighbours name and not door number. How am I able to guess who the person is who has my parcels?,order_status_tracking,yes,delivery_issue
1965788,@AmazonHelp Here is my reply.. Thank you for ruining my Diwali by claiming false commitments.. It was my mistake to order something from you.. https://t.co/W5vU6xy0N1,delivery_delay,yes,delivery_issue
1020110,"@AmazonHelp sorted the payment now. Although the gift card, it appeared in my orders, now it's gone, and the balance is not there",payment_billing,yes,needs_human_support
598057,"After a week of using it, I can happily say the @115833 was one of the best purchases I’ve made this year.",other_general,no,none
2840267,"@AmazonHelp I have read that communication. It is of no help. No one is even trying to understand, why i complained",other_general,yes,needs_human_support
386753,"@115821 music @AmazonHelp most the songs keep Stuttering :(  ""War (Remastered)"" by U2 on Amazon Music. https://t.co/7Au0VSQWfY https://t.co/nAiQNtzvhN",technical_product_issue,no,none
1092429,@116316 Das ist schonmal was. Vielen lieben Dank :),other_general,no,none
2399207,@AmazonHelp Do you mean email customer service or use the website to cancel the order. This loaded when I clicked on cancel order. https://t.co/G3p0hhRKvi,return_replacement,no,none
1718661,@AmazonHelp Order cancelled. Purchased elsewhere with delivery today. Some much for being a valued prime member,order_status_tracking,yes,delivery_issue
2869622,Amazonプライム会員なるか悩む(っ `-´ c)ﾏｯ‼,other_general,no,none
12556,"@115850 My friends are returning Amazon's return policy in India directly,
 they are cutting your pockets https://t.co/1h5lBnZGh9",return_replacement,no,none
2816310,@AmazonHelp Thanks!,other_general,no,none
2945573,"@AmazonHelp Most recent tracking info. I have my doubts about that delivery time, considering. https://t.co/zLUJFZunDS",order_status_tracking,yes,delivery_issue
2520579,密林primeのタイムセールに乗じて、7Dmk2用のバッテリーを2コ購入,order_status_tracking,yes,delivery_issue
2540298,@AmazonHelp もちろんです✨,other_general,no,none
1544573,@115821 As a prime member it is unacceptable that items promised to be delivered within two business days are not arriving on time.,delivery_delay,yes,delivery_issue
2753560,@AmazonHelp やった〜！(..◜ᴗ◝..),order_status_tracking,yes,delivery_issue
2634736,"@AmazonHelp Ja, hat sich erledigt, ich musste synchronisieren. Danke.",technical_product_issue,no,none
22146,@AmazonHelp I did not see any email. I only had to call again. Now I see it is rescheduled for pickup tomorrow 2nd Nov.,return_replacement,yes,needs_human_support
819504,Also @AmazonHelp - @134825 ist schon a bissl nervig vong zustellservice - null benachrichtigung und jetzt kann ich keinens shop auswählen 😞,order_status_tracking,yes,delivery_issue
2358902,"@AmazonHelp Sent, now please don't hide between the DM.",other_general,yes,needs_human_support
659415,@AmazonHelp your customer service to those with disabilities is horrendous and you should be ashamed. I'm wheelchair bound. 1 of/,other_general,yes,needs_human_support
1916368,@80 @116928 @130687 ¿Conocen en @116928 el lamentable servicio de entrega de paquetes que dan por culpa de @80? cc @130687 @115821 #fail https://t.co/AL1PkTKIWi,order_status_tracking,yes,delivery_issue
820637,@AmazonHelp Okay! Will be waiting for that.👍🏻,other_general,no,none
1387090,"@AmazonHelp Hi. The adviser said they will try to get delivery today to my work address. Fingers crossed.
They did offer me 30 days free prime as compensation which was very kind.",delivery_delay,yes,delivery_issue
317448,"@AmazonHelp @15673 Ach komisch, auf dem Smartphone geht’s wieder.",technical_product_issue,no,none
379433,"Had an @115830 USB lightening cable for a month n it's packed in already, cba man😴",technical_product_issue,no,none
1380593,@AmazonHelp My delivery date was just updated to a three day window without explanation. Incredibly frustrating.,delivery_delay,yes,delivery_issue
1713805,沖縄で着る水着、１０月中旬に頼んだのに、その後に「この商品は11月4日からの配送です」って通知来て、終いには金曜日に輸送しましたって通知もきたのに、いまだに来ないってAmazonさん本当にやだ( ᐛ👐),delivery_delay,yes,delivery_issue
1371412,MY PHONE CASE CAME IN AND ITS A 6S NOT A 6S+ FUCK YOU @115821,wrong_item,yes,wrong_item
517707,"@AmazonHelp You asked for my tracking information, how should i get it to you?",order_status_tracking,yes,needs_human_support
1379365,"@115850 da most shitty delivery system. So much for being a prime member,1 day delivery is nothing bt a marketing gimmick.#JumlebazAmazon",delivery_delay,yes,delivery_issue
546499,@115821 what ever happened to guaranteed 2 day prime shipping? Everything is late these days.,order_status_tracking,yes,needs_human_support
2836887,"@115830 @AmazonHelp lost order and call to speak to your 'escalation team'. Spoken to in a disgusting, condescending manner and you put the phone down on me after I asked the operator to clarify what steps I need to take next. Disgusting customer service.",missing_package,yes,missing_package
402188,Why is it always the important /urgent @115830 #prime deliveries that never make it by 9pm after waiting in all day? 👎,delivery_delay,yes,delivery_issue
2484016,"@AmazonHelp Replied , kindly provide the cashback",other_general,yes,needs_human_support
1603309,@115850 Y is this happening when I select the size it's 2697 and when I say by its 4067 https://t.co/98i4sxRtLw,payment_billing,no,none
1662630,@AmazonHelp ヤマト運輸に確認いたしました。今日解答がありました。配送の方は確実にうちのポストに投函したそうです。名前も憶えているとのことで、ポストには入れられたのは確かだと思います。受け取れなかったのは想像ですが、誰かが故意に抜き取ったからだと思います。とても残念です,missing_package,yes,missing_package
2843648,@AmazonHelp hi. Is the amazon depot in Queensway Croydon an 'FBA' location? I just joined as a seller and live 15 mins away. I wonder if I can bring my stock in myself??,other_general,no,none
163524,"@AmazonHelp Yep and yet again it's been ""delayed"" after the first one was ""damaged in transit"" this was meant to be sent to me as an apology. Still no laptop, Prime customer, keep getting offered an extra month of Prime as compensation (great example of Prime so far?!?) Insulting.",delivery_delay,yes,delivery_issue
1168499,Looks like the @118706 thought my @115821 box was actually a football. https://t.co/VA1nDtvwtv,damaged_item,yes,damaged_item
1605142,@AmazonHelp setting up a new echo dot and it won't accept my Canadian address and postal code for location.,technical_product_issue,no,none
1005114,@AmazonHelp Not interested in your apologies at all   Time to take some serious action 😡,other_general,yes,needs_human_support
580655,@AmazonHelp Nothing at all it just said address is undeliverable. I really need it too which is what is more annoying than anything. I've been waiting over a week already for it. Decided to buy from you instead of local which I'm regretting now.,delivery_delay,yes,delivery_issue
1322933,@AmazonHelp They're saying today before 9pm but its being delivered to a business address which closes at 6pm,order_status_tracking,yes,delivery_issue
2318469,@115821 why do my orders disappear when an item goes out of stock but I don’t get a notification about it so I can order something else?,account_access,yes,needs_human_support
746774,"Bonjour @AmazonHelp , Impossible de me connecter à mon compte depuis aujourd'hui. J'ai changé de mot de passe plusieurs fois mais rien https://t.co/V23HWAxO0R",account_access,yes,needs_human_support
853920,"@AmazonHelp Yeah been a customer for many years and been let down SO MANY times , I know how it works.",other_general,yes,needs_human_support
1148723,@AmazonHelp If they would've been committed then it would actually have been a genuine product. The Samsung service center informed me that it's a fake,other_general,yes,needs_human_support
1223049,"@AmazonHelp Je suis actuellement en train de discuter avec une conseillère.
Mais selon vos logiciels elle est déjà envoyée alors que c'est pas expédié",order_status_tracking,yes,delivery_issue
2931329,@AmazonHelp Nope. Like I said they never even knocked. It was royal mail. I did get my usual post and heard the letter box so went and checked to see if there was anything about Amazon but nothing. Used prime to do online Christmas shopping so it would be delivered.,order_status_tracking,yes,delivery_issue
232692,"@AmazonHelp have and no response from you guys,finally i had to call and your supervisor told me to wait another 48 hrs. u guys are a poor joke",refund_issue,yes,needs_human_support
351117,"@AmazonHelp Tutto ok, Chrome compilava automaticamente con una password vecchia (sbagliata). 😁",account_access,no,none
668518,@AmazonHelp Yes,other_general,no,none
1406573,MY ONE DAY DELIVERY NEVER SHOWED UP @115830 YOU HAVE RUINED HALLOWEEN FOR ME. I HOPE YOURE PROUD OF YOURSELF. https://t.co/3HWapltxiw,delivery_delay,yes,delivery_issue
230182,@AmazonHelp I just submitted the problem but if I do not hear anything by 1700 I am going to have to cancel my order and buy elsewhere sadly.Thank you.,other_general,yes,needs_human_support
2906573,"So @115830 left my delivery (which contained an expensive electronic item) in the garden, all day.. unsheltered! Oh and it rained. . . #nothappy #useyourhead #merryxmas https://t.co/zZCbNvd1Gq",damaged_item,yes,damaged_item
2869575,@AmazonHelp Roughly Thursday. Thanks for your help? :),other_general,no,none
301050,"Hey @116090: stop hiring random morons to deliver. Didn’t call me, left opened pkg in hallway in HUGE bag. #Unacceptable https://t.co/8xts6gkUx7",damaged_item,yes,damaged_item
380561,@AmazonHelp さっきヤマトにもカスタマーサービスにも電話したんですけど繋がらなかったです😡😡😡,other_general,yes,needs_human_support
2184684,"Strange @115850 
How can you enable Amazon pay check box and then credit card radio button at the same time and throw error when we press continue?
You take money from my Bank to @115823 in 2 minutes but to reverse it you need 15-17 days?

Thought you guys are very advanced https://t.co/hHcQQjcB8v",payment_billing,yes,delayed_refund
2882541,@AmazonHelp I can't see it anywhere at all.,missing_package,yes,missing_package
231753,@AmazonHelp Not at all. Haven't added at all,other_general,no,none
1144082,"Per essere certo che non mi arrivi in tempi ragionevoli @115821 sta facendo fare il giro d'Italia al mio pacco
#noncicasco #nonmiiscrivoaprime",delivery_delay,yes,delivery_issue
2367974,AMZL US delivery service sucks. Can you imagine it’s directly under the amazon umbrella and it continuously delays my packages? WHY am I paying for prime?,delivery_delay,yes,delivery_issue
236674,@AmazonHelp Toujours pas de réponse de votre part.... :(.  Connaissez-vous l’expression “service client” ?,other_general,yes,needs_human_support
1772307,@115821 you highkey just pissed me off by delaying my order delivery a full month. why the fuck do ya gotta do this shit to me 😭,delivery_delay,yes,delivery_issue
102883,@AmazonHelp They called be back twice with no caller id. They didn't legibly introduce who they were.,other_general,yes,needs_human_support
1742673,"@AmazonHelp Hi Amazon, my package is late was originally expected by 30th of October, still no sign of it. Where can I speak with someone?",delivery_delay,yes,delivery_issue
286354,@AmazonHelp Thanks for reply  but english version also do the job with hindi and bengali subs,delivery_delay,yes,delivery_issue
980691,@AmazonHelp 問い合わせ先が見つからず困っておりました。ありがとうございます。,other_general,no,none
1576334,@115821 @AmazonHelp What rubbish service is this on chat your agent said i will get refund and on email ur agent sorry not possible? Wtf? https://t.co/FtxP4gjewi,refund_issue,yes,delayed_refund
2424519,@117795 parcels are not coming next day #whyamipayingforprime,delivery_delay,yes,delivery_issue
2858113,dear @AmazonHelp - I’m not sure this is how I was meant to receive my moisturiser 🙈 what do I do about getting it sorted please? https://t.co/W0tW8ShS3S,damaged_item,yes,damaged_item
1279005,@AmazonHelp Ça va pour l’instant il est prévu pour demain .... avant 20h (mais j attendrais pas jusqu’à la fermeture des magasins pour l’avoir 😉),order_status_tracking,yes,delivery_issue
130769,@115850 @132994 ne ayya exchange pettu ra🙏🙏,return_replacement,no,none
629585,Hey @AmazonHelp I ordered something on Sunday from my Prime account. Thought it would’ve been delivered already. Checked status and won’t be delivered until Saturday. Your CS rep claims I selected standard shipping. I didn’t. Why would I? Now I have to buy locally. Thanks.,delivery_delay,yes,delivery_issue
1413421,@115821 Thanks for absolutely nothing. So much for Prime Membership and your guaranteed delivery date. Great job! https://t.co/Q8MBFJrey7,delivery_delay,yes,delivery_issue
1035535,@117795 terrible service!! So disappointing Order was never delivered.Driver was rude.Finally got some assistance from nice CSR,delivery_delay,yes,delivery_issue
2127980,"@115821 could you please not use @3375. Stick with just USPS, UPS, and FedEX. Thanks!",order_status_tracking,no,none
1170200,Amazon just emailed me to let me know delivery on my pre-order of @13505's book will be delayed. Must have crushed that presale,delivery_delay,yes,delivery_issue
215978,@AmazonHelp  I jus received a msg for refund success of INR.499/-  however it has not reflected in my bank account. Dis should have been done in October itself. Bloody cheap service as usual by @AmazonHelp,refund_issue,yes,delayed_refund
71890,Bonjour @120533 je voudrais savoir si un jour vous comptez mettre comme moyen de paiement la carte Maestro ? Merci beaucoup,payment_billing,no,none
1458046,@115821 when is it ever acceptable to leave a pkg here? https://t.co/0VQoEncOLE,order_status_tracking,yes,delivery_issue
1445308,@AmazonHelp I wasn’t able to find the promo again or chose another book,other_general,yes,needs_human_support
569147,"@AmazonHelp 昨日２日が配達予定日でした。問い合わせ方は存じております。もう暫く待ちますが…

ご丁寧にありがとうございます。",delivery_delay,yes,delivery_issue
1390969,@AmazonHelp I have done so but Still I Don't hope anything to be done from your side As I know how useless you guys are,other_general,yes,needs_human_support
2829569,What the flip @115821 ? Your driver can’t bother to get out of their vehicle to deliver packages? #TisTheSeasonForThievin’ #disappointed #poorservice https://t.co/vT3qUNHiUO,order_status_tracking,yes,delivery_issue
504977,"Los de @AmazonHelp @116875 se la rifaron, de verdad son geniales. Hoy me llegó una maravillosa sorpresa. Nos hicieron sentir como superhéroes. Gracias, de verdad gracias. Son geniales.",other_general,no,none
1153754,@AmazonHelp Déjà fait c'est loin d'être la première fois. Quand ça arrive trop souvent il faudrait peut-être songer à dédommager...,delivery_delay,yes,delivery_issue
2936664,"@AmazonHelp Hello. I'm trying to log on to Amazon in my library but can't. ""The owner of https://t.co/vWVKORx4Y8 has configured their website improperly..."" I wanted to cancel Prime + Kindle subscriptions. Can you help?",account_access,yes,needs_human_support
1899097,"@AmazonHelp ご丁寧にありがとうぎざいます。アプリの入れ直しはやってみたのですが、もう一度試してみます。
洋書のサンプルをDLしたところ、国内出版物を検索しても検出されなくなったのですが、何か設定が必要でしょうか？",technical_product_issue,no,none
2434188,"@AmazonHelp Just wanted to show you all that , you need to block such seller. This is really a bad experience with @115821",other_general,yes,needs_human_support
1127335,@AmazonHelp It was there but not in amazon account but on my mail id i have replied it too can you tell me any time limit,account_access,yes,needs_human_support
2212038,"Hi @115821, your delivery service sucks.  Can you give Prime members a @115817 delivery option? At least they know what they are doing.",order_status_tracking,yes,delivery_issue
2977461,@116313 アマゾンにお気に入り登録した商品、在庫切れが多いような？、仕方ないから他のショップで探して購入してるけど、在庫切れ入荷するのかしないのか表示対応してほしいな～。,other_general,no,none
1768977,@AmazonHelp Can you clarify how you know it is a video? Thx for info,other_general,no,none
2291866,@115850 what's this? Scam? Genuine? https://t.co/kiJeQLNt6q,other_general,yes,needs_human_support
1358102,"When @115830 Email saying your parcel will be here by 8pm.. It’s nearly 9pm and it’s not here, so much for ‘Amazon Prime’🖕🏼😭",delivery_delay,yes,delivery_issue
264788,@AmazonHelp Kindly check your records.,other_general,yes,needs_human_support
898378,@AmazonHelp Amazon.in,other_general,no,none
2347732,"@116928 pedi hace unos dias un pedido con prime, ponia que llegaba hoy, son casi las 6 de la tarde y sigue en reparto",delivery_delay,yes,delivery_issue
570007,"@AmazonHelp Package status says received, but i didnt get it, Amazon told me to call in a police report, i did. Amazon got the police report number, told me they would contact the police to verify the report, that was Nov 3rd, i get told they will call monday, 4 mondays in a row and nothing",missing_package,yes,missing_package
1665245,@AmazonHelp Dans le cas où vous auriez des doutes : https://t.co/mwadZb2MF4,other_general,yes,needs_human_support
2719470,@AmazonHelp @115850 pls help i have placed an order but still i have not received any order no on my no or on email pls help asap.,order_status_tracking,yes,needs_human_support
2318789,"@115821 @3375 @Walmart The most recent one was shipped USPS, but @3375 has screwed me over multiple times in the last decade (e.g., “we couldn’t find your house” - WTF?)... https://t.co/pae27qnVWc",order_status_tracking,yes,delivery_issue
1006595,"@AmazonHelp
It hurts.... https://t.co/icC5E3j9cf",other_general,yes,needs_human_support
534144,"@AmazonHelp Juste marre de jouer au chat et souris ....
Pour moi c'est pas grave....Des offres y'en a partout mais au vu de la manière...Les 3 ou 4 retraits ""incompréhensibles"" d'amazon, on demandera le remboursement Justificatifs à l'appui...On le fera aujourdhui
Merci bon courage",payment_billing,yes,needs_human_support
538459,"@AmazonHelp @116875 hoy llega mi pedido, sin embargo ayer decía que llegaba el domingo y no lo podré recibir hoy, qué puedo hacer? Puedo recibirlo mañana domingo?",order_status_tracking,yes,delivery_issue
162074,@AmazonHelp The screen shots are self explanatory 😂.. today Garmin vivoactive 3 gps shows 16934. But when you click on it it changes to 24005. https://t.co/67OJwMAoB9,technical_product_issue,no,none
