customer_tweet_id,customer_text,amazon_reply,created_at
2299567,"Le jour J approche ! :)
J'espère que les dates sont bonnes @120533 😁
#YourName https://t.co/lChz8999DO","@667446 Bonjour, la date de sortie approche ;) Le nécessaire est fait pour vous livrer dans les délais indiqués sur votre compte. ^MH",Sun Nov 12 15:54:35 +0000 2017
107266,@AmazonHelp just received an email staying I have to send in Information of my address an so on  can you explain why this is? I've purchased from you  before with no hassle and now this?,"@139823 We don't have access to accounts over Twitter. However, you can reply to the e-mail you received with any questions. ^AJ",Thu Nov 30 21:11:39 +0000 2017
1240390,@AmazonHelp It's just sad. People shouldn't waste money on prime services or membership. It's a scam.,"@151182 We try to deliver the packages as early as possible. It's rare that the estimates are rescheduled. An email has already been sent to you with a reply, please check it using this link here: https://t.co/NTkrxpsbHJ ^KA",Tue Nov 14 06:01:06 +0000 2017
1104500,@117795 thank u for allowing us people to feel more entitled then we already do I want my stuff now &amp; when I mean now I mean Sunday,@380638 W/out giving account info can you tell us what's going on? Did an order not arrive on time here: https://t.co/Y5jpI9gRhE? ^JM,Mon Oct 23 22:59:24 +0000 2017
2089246,Bunch of @115830 orders left outside and not been received. Tried complaining and emailing. Does anyone have a number?,@617605 Sorry to hear and thanks for highlighting. Can you request call back here: https://t.co/JzP7hlA23B? ^MC,Wed Nov 08 10:13:46 +0000 2017
292333,"@AmazonHelp Promotion is advertised here: https://t.co/t0E3aW4WTg

I purchased the ASUS 1080 Ti linked on that page, was told by a rep it isn't eligible","@185625 So sorry for the issues, Cody. I'm unable to see the promo on the page you provided. Can you link us to the promo directly? ^AD",Fri Oct 06 16:36:27 +0000 2017
2437734,@AmazonHelp Useless,"@337608 We'd like to help, kindly share your details here: https://t.co/GIJyeYqKE0, and we'll reach out to you soon. ^MA",Sun Oct 29 16:01:10 +0000 2017
1891371,@115850 my orders 405-3303122-0102700 and 405-2724334-8547546 hasn't been delivered even though it has reached the destination.,"@564005 We ship the products to meet the estimates, could you please tell us if we've missed the estimated delivery date? 1/2^HN",Wed Oct 18 12:02:00 +0000 2017
2403967,Sto scoprendo cose fantastiche su @120540.. a questo punto bisogna solamente aspettare il #blackfriday2017,@691513 🎉. ^RP,Tue Nov 14 14:03:53 +0000 2017
1710134,@AmazonHelp I could not find any correspondence in regards to my case of delivery of marble piece in place of mobile https://t.co/htEVZqlLQt,@518120 Thank you for the confirmation. Our concern team is looking into it and we'll contact you as soon as we receive an update. ^AM,Thu Nov 09 10:30:58 +0000 2017
1235557,"@AmazonHelp Oi! Ainda não, isso que me preocupa.",@409802 Poderia nós enviar o link do livro que você comprou? ^DA,Wed Oct 25 18:36:47 +0000 2017
2953663,your service is useless @AmazonHelp,"@815514 Hey Jack, I'm so sorry for the poor experience you've had with us! Without providing account or personal details, could you tell us what the original issue is? ^AR",Wed Nov 29 18:09:35 +0000 2017
218099,@AmazonHelp I actually got my code late last night. Happy I got it but I should have received it earlier and I got it after putting in a request. Thanks,"@167997 Ok, glad you got the code, thanks. ^KM",Thu Oct 05 10:51:08 +0000 2017
347354,"@AmazonHelp No, I was not given a reason, nor would any makes sense. Secondly, you sent me a link to a warranty page, not anything about reviews.",@194382 Whoops! This link should do the trick: https://t.co/Ck6LoxwmPV ^JZ,Sun Oct 08 14:26:47 +0000 2017
1119618,@149473 @115850 track no. 69987244611. Its in same city from 22 Oct thn why it's getting deliver late by 27 . Supposed to b on 23,"@207973 Please don't provide your tracking details, we consider it to be personal information. Our page is visible to the public. ^KA",Tue Oct 24 05:19:21 +0000 2017
373286,"@AmazonHelp Person I spoke with was confused, didn't understand what was going on and just told me someone would get back to me.",@204453 I understand you frustration! We'll do everything we can. Please let us know if you need assistance in the mean time. ^HC,Mon Oct 09 00:28:18 +0000 2017
1226571,@AmazonHelp I already did that. Got a revert on mail but not on call.,"@404398 Please write back to the email you've received from our team, requesting for a call back and we'll get back to you. ^SQ",Thu Oct 26 00:12:21 +0000 2017
1723429,@115851 @7092 @115850 @AmazonHelp Nth apologetic email from @115850 but no solution. Utter waste of time. https://t.co/35mpj3FEFf,"@507510 We'd like to fix this for you, Sudhanshu. I'd request you to write to us using the registered email address or phone number.^JC",Tue Nov 07 08:18:07 +0000 2017
113795,"@AmazonHelp Amazon video app won't play on @172 smart TV. All loads up OK but as soon as I choose a programme and press play, it just reverts back to the tv...can anyone help?",@141275 Hi. Has this just started happening or have you always had this issue? Is there any error message or just back to normal screen? ^NV,Thu Nov 23 16:21:43 +0000 2017
2094043,"@AmazonHelp Nel mio, vero e con prime, l'ordine risulta in consegna il 10 novembre.
Il quello simulato invece https://t.co/dczRI8YTwn",@207161 Contatta la nostra Assistenza cliccando qui: https://t.co/YtcS8zMWhk. ^MA,Wed Nov 08 11:01:53 +0000 2017
682477,"@AmazonHelp Order wrongly marked as delivered on 16-Oct, but, no update/delivery till now even  after repetitive complaints. Is there any support system still available in Amazon? #PatheticSupport","@282888 I understand that the issue has prolonged enough and I apologize for it. Please be assured that our team is actively working on this. For further information and updates, please revert to the latest email received from us. ^SK",Sat Nov 11 13:21:37 +0000 2017
2893163,"@AmazonHelp i use .com ... i have all of Saga Six Pack ""kindle edition"", except Saga Six Pack 7.",@801893 Thank you for confirming! I'm afraid we don't have access to this information. We suggest keeping an eye out online for any changes! ^AB,Tue Nov 28 15:30:18 +0000 2017
206787,"@AmazonHelp Sí, esto lo llevo haciendo varias veces al día desde el jueves pasado. Estoy empezando a perder la paciencia.",@164973 ¿Qué te han indicado en nuestro Soporte al Cliente? ^JQ,Wed Oct 04 21:40:06 +0000 2017
745083,@AmazonHelp @115850 U r as competent as ur customer service on ph.,"@298115 We'd like to help, Amit. As requested earlier, please send us your details through the link shared earlier. ^MA",Wed Oct 11 17:23:33 +0000 2017
281342,"@AmazonHelp What excuses your CCEs  give.  I've got sms for an early delivery, he is stuck on 9th Oct.",@183036 We deliver orders by 8 PM on the Estimated Delivery Date. I request you to kindly wait till the time and 1/2 ^SB,Fri Oct 06 14:21:59 +0000 2017
450733,@AmazonHelp Chronopost (171-9848344-0373941 le numéro de commande),"@221867 Nous ne manquerons pas de remonter cela, je vous prie également de le signaler à notre SAV via : https://t.co/hgIrz98cdI afin d'y remédier.
^KE",Thu Nov 30 21:53:58 +0000 2017
2459161,Is @115821 prime app really the only app that doesn't link from your phone to a smart TV?🤔 Get on your shit.,"@704274 Hello Ian - To connect to Smart Devices, we recommend using our Alexa app.  Here are some tips on how to connect the Alexa app to your Smart TV: https://t.co/7NMOzgH6jm ^KL",Wed Nov 15 06:21:16 +0000 2017
1366088,@AmazonHelp Ciao. Segnalato al servizio clienti sabato pomeriggio e casualmente sabato sera i tre pacchi che aspettavo sono stati danneggiati e non arriveranno più. Vostro corriere +++,@438019 Mi dispiace per l'accaduto! Posso chiederti chi era il corriere? ^MA,Mon Nov 27 11:45:29 +0000 2017
2284193,@AmazonHelp no reason. Tried to get a refund on my shipping was told I had to wait until Tuesday to see if it gets delivered or not,@663792 I see. Thank you for confirming! Please allow us another opportunity to resolve this for you by phone or chat here: https://t.co/hApLpMlfHN. We want to make this right! ^SD,Sat Nov 11 16:17:04 +0000 2017
608016,@AmazonHelp « En transit »,@264519 Et quelle était la date prévue de la livraison de votre commande ? ^SB,Wed Nov 22 12:24:11 +0000 2017
806327,@AmazonHelp Yeah my package was suppose to arrive yesterday by 9pm now it says it might not come until tomorrow,"@312151 Sometimes delays can happen, but we want to make sure you receive your order! Let us know if it doesn't arrive by tomorrow! ^ME",Thu Oct 12 17:55:21 +0000 2017
2094046,"@AmazonHelp Perché dovrei contattare la vostra assistenza per un problema causato da voi e dipendente dal vostro scadente sistema di spedizioni? Io mi limiterò ad acquistare altrove d'ora in poi visto che, oggettivamente, mi discriminate.","@207161 Da Twitter non abbiamo modo di fare tutte le verifiche necessarie, per questo è necessario contattare il Servizio Clienti. ^CS",Wed Nov 08 11:32:47 +0000 2017
1554354,"Great customer service from Jürgen at @116316 , thanks!",@480784 Thanks 🙂 You are welcome. Kind regards ^TR,Sat Nov 04 11:11:32 +0000 2017
1406098,I updated the card and they try to take the money agin but I already buy it before @AmazonHelp,@446836 Are you still seeing the payment revision message for your order after updating the card? ^KH,Mon Nov 13 13:23:40 +0000 2017
510268,"@AmazonHelp Vu tous les tweets que je viens de lire, c'est inadmissible que Amazon prenne encore @120535 pour ses envois. Laissez nous le choix du transporteur au pire ...",@237233 Le choix du transporteur n'est malheureusement pas possible mais vos avis nous sont importants pour améliorer la qualité des services. Merci pour votre compréhension. ^MH,Sat Dec 02 00:30:47 +0000 2017
2772345,decepcionada com a @117086 nunca atrasava encomenda. aí comprei o som e a fúria doida pra procrastinar essa semana e já tá 3 dias sem chegar aqui em casa. enquanto um box q minha roommate comprou na Black Friday já tá aqui :|,"@774908 Olá. Me diga, qual a data de entrega indicada no e-mail de confirmação do pedido? Por favor, não compartilhe o número de pedido. ^CR",Mon Nov 27 00:29:58 +0000 2017
109831,@AmazonHelp Mi compra esta retenida desde el viernes pasado :(,@140388 Lamentamos los inconvenientes con tu pedido. Nos gustaría saber ¿Ya te has puesto en contacto con el transportista? En este enlace puedes encontrar la información de contacto de los transportistas: https://t.co/l2spuiwlpF. ^MZ,Thu Nov 23 22:04:50 +0000 2017
167936,"Qd tu a 4 fois @120533 au téléphone pour te dire que ta commande n'est pas envoyée car il manque encore un produit mais que tu ne peux pas l'annuler parce qu'elle est sur le point d'être expédié.
Et bah ça énerve un peu qd même.","@155066 Bonsoir Yann, désolée d'apprendre cela. La livraison de votre colis est prévue pour quand s'il vous plaît ? ^MA",Fri Nov 24 20:33:02 +0000 2017
2825625,@AmazonHelp Tell me reason why shouldn't we file a case in the consumer Court.,"@287440 We wouldn't be able to comment on that. However, we'd love to assist you regarding your order. Therefore, request you to use the link provided above to get in touch with us. Appreciate your understanding. ^AM",Mon Nov 27 14:28:46 +0000 2017
45525,@AmazonHelp Yep. Original estimate 27 October. New estimate 31 October. It's been 'in transit' since Friday....,"@126077 We'd like to take a closer look at the delivery with you. When you have a moment, contact us here: https://t.co/JzP7hlA23B ^RA",Wed Nov 01 16:53:57 +0000 2017
63959,@AmazonHelp That’s the customer care link itself which hasn’t helped at all. I was told that it would be delivered within two hours and it’s been more than 18 now.,"@130691 I’m sorry about this experience with your order delivery. I’d like to assist you, please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest ^RW",Thu Nov 30 08:05:00 +0000 2017
72014,初めてAmazon優秀やんって思った https://t.co/LMIusQLoOo,@132157 (お褒めいただき、恐縮でございます・・・)O o｡.(´ω`) ET,Thu Nov 30 09:54:44 +0000 2017
877703,"@AmazonHelp In asking for help, Amazon disconnects the chat. Thanks. https://t.co/z0O2JdhOGL","@328046 Oh my! I'm sorry for this. Just to clarify, were you able to get back through to us? If not, can you tell us what's going on? ^AL",Fri Oct 20 18:41:43 +0000 2017
764758,A little annoyed my @115830 delivery was delivered this afternoon while I was at work and just left outside my front door! Any1 could have,"@302782 Terribly sorry about that, Tamsin! Are those instructions arranged as your safe space here? https://t.co/qlmL6Px359 ^JD",Wed Oct 11 21:53:09 +0000 2017
1272945,@AmazonHelp I requested for return my honor band 3 but my package not pick up and I contacted your customer care but I didn't get pick up,@417961 Apologies for the delay in the pickup. Please share your details here: https://t.co/GIJyeYqKE0 and I'll help. ^ZH,Mon Oct 16 07:09:56 +0000 2017
2672272,Facing bad experience wid @115850 my odr getting delayed or cancel without any reason despite subscription of prime membership,@752406 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,Tue Oct 31 10:55:24 +0000 2017
2460278,Hey @115821 I'd appreciate it if you would cancel my order for me😅😅😅😅😅😅😅,@704512 Thanks for reaching out to us! We don't have access to your account via Twitter. Please check here for returns/refunds: https://t.co/WYHOlCv0Ty ^MO,Sun Nov 26 18:40:07 +0000 2017
714724,My signed copy of #TurtlesAllTheWayDown is not signed &amp; also the last 20 pages or so are glued together? @115821 wtf?,@290977 Sorry it arrived like this. Please get in touch with us directly to look into available options: https://t.co/wwV8Sk03wp ^CL,Tue Oct 10 23:37:27 +0000 2017
1117742,@AmazonHelp Oct 23rd,@383729 Thank you for the update. Is there a recent update from the carrier tracking? Late orders typically arrive the next day. ^GM,Tue Oct 24 04:53:10 +0000 2017
267329,@AmazonHelp amazon I ordered a package on September 14th and paid extra for shipping to get by the 18th. I still don't have the package!,@179725 I'm sorry we haven't delivered your package! What does the latest tracking show here https://t.co/Y5jpI9gRhE Keep us posted! ^LB,Thu Oct 05 23:52:44 +0000 2017
1066672,@AmazonHelp get this when trying to install flex any advice phone is Sony Xperia xz https://t.co/z77uOP8Azu,@371726 Uh-oh! Have you tried the troubleshooting steps listed here: https://t.co/RjydTNfpof Keep us posted! ^BN,Mon Oct 23 14:08:02 +0000 2017
2291167,@AmazonHelp そうさせて頂きますー！,@665470 お手数をおかけいたしますが、どうぞよろしくお願いいたします。HM,Sun Nov 12 10:28:00 +0000 2017
12540,"@AmazonHelp Message from Rahul from Social Media team.
Upon checking your order I see that issue is being handled by Executive Customer Relations team.","@118505 As requested, please respond on the requested email and our specialist team will reach out to you. ^HK",Sun Oct 29 04:22:08 +0000 2017
1292068,If they’re ‘here for me’ I think @AmazonHelp have fallen down the same  black hole that my parcel appears to have fallen down. https://t.co/NnLWBSf3mj,"@422157 We want to make sure you receive your order. If it doesn't arrive by 21:00, we'd like to help here: https://t.co/JzP7hlA23B ^RA",Sat Nov 25 20:20:55 +0000 2017
2586334,@AmazonHelp Both items shipped two days ago &amp; I have yet to receive them 😩,@732849 I'm sorry your items are taking longer than expected to arrive! What is the most recent tracking information state? You can check here: https://t.co/Y5jpI9gRhE ^BN,Fri Nov 17 00:46:44 +0000 2017
1702204,@115823 Have tried so hard to verify my account and nothing works. Please help.,"@224133 We're here to help! Are you having trouble signing in to your account? If so, are you receiving any error messages? ^RA",Mon Nov 06 21:28:28 +0000 2017
226177,@115850 My last product nt delivrd. No action frm #CustomerCare aftr many complaints. Will not use amazon again. Terrible #CustomerExperience,"@214943 Apologies, Sumana. I’d like to assist you. Please fill this form: https://t.co/cllwXc2HeK and I’ll contact you soon. ^NK",Thu Oct 12 17:39:09 +0000 2017
2983656,@121284  I am an Echo  owner. I am extremely frustrated and would like to be contacted by some senior software person. Otherwise I am compelled to return the product. My Amazon account ID is __email__ it will also have my mobile number.,"@132155 We're extremely sorry for the unpleasant experience. You may reach out to our support team using the link provided here: https://t.co/2t6DQoUmNZ. We'll be glad to help.
Please don't provide your details, we consider it to be personal information.^AR",Thu Nov 30 05:06:18 +0000 2017
438682,"promis j’arrête ! ou pas 😜
@120533 https://t.co/6Fiqg552Ys",@219240 😲 ! Une chose est certaine c'est qu'on n'arrêtera pas de vous fournir le meilleur service de notre part 😉 . ^BR,Tue Oct 10 18:00:55 +0000 2017
1881648,@120533 MaJ : remboursement de la part d'Amazon.,@561522 Contactez s'il vous plaît notre service client pour qu'ils vous aident via https://t.co/hgIrz98cdI,Wed Oct 18 10:48:08 +0000 2017
1447950,Hey @AmazonHelp  once again my package is delayed. 3rd time in a row.  Is prime really worth it if my packages never get here in 2 days??,"@456015 I'm so sorry for the wait! Do the orders have the same carrier in common? If so, who is it? https://t.co/Y5jpI9gRhE ^MH",Thu Nov 02 16:31:41 +0000 2017
667679,"@AmazonHelp Tengo cuenta en la tienda de Estados Unidos y de Mexico con el mismo correo, pero el banco solo me manda el mensaje como en la imagen anterior",@279150 Por este medio no tenemos acceso a tu cuenta Daniel. Por favor entra en contacto con nuestro Servicio al Cliente por este enlace: https://t.co/eJXKURvpr8  ^JJ,Thu Nov 23 03:57:04 +0000 2017
651527,@115821 How come every time I send an email to cust. support I get an auto-reply that you will contact me soon and never do?,@274948 Sorry to hear it- Have you tried to reach us via phone or chat for faster response? ^NV,Tue Oct 31 11:50:31 +0000 2017
2841861,"@115850 Was recharging my Airtel mobile number using Amazon Pay Balance (405-4894189-9128347).After recharging,I received an email stating recharge failed, amount refunded as Gift Card + Amazon Pay Balance.But I didn't receive the refunds.
Please check the screenshots,
Kaushik https://t.co/BUZTR1AEnY","@790721 We're sorry to know about the issues with recharge, Kaushik. Please reach out to us, here: https://t.co/vlvfJr4nN9 and we'll check this for you. Please don’t provide your details as we consider them to be personal info. Our Twitter page is visible to public. ^YP",Mon Nov 27 16:45:44 +0000 2017
557034,@AmazonHelp Updated. Check.,"@250065 We have sent a correspondence to your registered email account, kindly check. ^MJ",Sun Dec 03 01:13:22 +0000 2017
2855207,"@115833 @AmazonHelp Guten Abend, meine Alexa aktiviert sich in den letzten paar Tagen immer wieder von selbst ohne das irgendwer das Aktivierungswort sagt. Ist auch bei Bekannten so. Woran liegt das?","@199875 Normal meldet sie sich nur wenn sie gefragt wird, oder wenn jemand (auch der TV) ein ähnliches Wort ausspricht. Wie man das Aktivierungswort ändert, kannst du hier nachlesen: https://t.co/vyzB3gZe0T ^BL",Mon Nov 27 20:31:00 +0000 2017
274229,@AmazonHelp Will you take necessary action against the person Mr Junaid,@171151 I understand your frustration and I'm sorry about this. Please reply to our email with your concern. ^HA,Fri Oct 06 10:26:20 +0000 2017
840893,@AmazonHelp Bien évidement et la procédure habituel suis cours mais je pense qu'un plainte auprès d'un procureur est nécessaire afin d'arrêter tout cela,@320059 Notre service client prendra le relais afin de résoudre le souci. ^MD,Fri Oct 13 11:58:28 +0000 2017
1302289,"@AmazonHelp We have community mailboxes, I was given a key for a parcel box, indicating my parcel was delivered, but there was nothing in the box.",@340283 That is interesting! Have you tired contacting us via phone or chat? If so what options where you provided? ^LS,Fri Oct 27 01:10:22 +0000 2017
1737604,"@AmazonHelp Nothing wrong if you do that b4 delivery date and make customers happy. But you have pre coded words like ""Estimated"".","@524525 I realize that, Dinesh. However, multiple factors lead up to the dates that are provided. I appreciate your patience. ^JC",Tue Nov 07 10:31:13 +0000 2017
2793029,"@AmazonHelp No, no me sale la opción. Lo último que me salió fue esto anoche. Pero nunca nadie toco 🤷🏻‍♂️ o algo. Ni me contactaron al numero que deje, ni nada. https://t.co/JJzrhSzdgM","@779462 Demo-Dog, dinos ¿Cuál es la fecha de entrega estimada indicada en el correo de confirmación del pedido? ^DS",Tue Nov 21 21:35:21 +0000 2017
1136209,@AmazonHelp Plz resolve my issue..  I have no problem wid u..,"@387674 Sorry about the delivery delay. We'd like to investigate this, please share your details here: https://t.co/cQVomR1pWz. ^HA",Sun Oct 15 16:11:23 +0000 2017
2754635,Para cuándo una rebajita en el nikkor 35mm 1.8? @116928,"@771025 Hola, Joan. Todas nuestras ofertas serán anunciadas en nuestra página web, te recomendamos estar atento a los productos que más te interesan. ^CB",Mon Nov 20 19:35:33 +0000 2017
1987006,"So fucking annoyed when @115821 offers a 1 day delivery, gives themselves up until 9pm to deliver, but still fails. Tip- don’t offer something you can’t guarantee.","@588167 Apologies, this is not the service we expect. Get in touch - https://t.co/hApLpMlfHN we'd like to discuss available options^TP",Wed Nov 08 07:21:06 +0000 2017
530044,@AmazonHelp please get the live chat and call centre people some training. Absolutely disgusting service.,"@242744 I apologize for the experience you had. We want to help. Without giving us any personal/account info, can you give us a little insight on the issue you are facing? ^BA",Sat Dec 02 09:38:44 +0000 2017
2946783,Um paperwhite com as specs do Oasis. Só quero isso @117086 😍,"@813918 Oi Anderson! Sempre estamos planejando novidades para te surpreender, sugiro ficar de olho no site. Grande abraço! ^AZ",Wed Nov 29 16:06:38 +0000 2017
2790414,@AmazonHelp “we’re sorry your package is late” is starting to become a regular occurrence despite being a #prime customer,"@778818 Are you currently waiting on an outstanding order? If you are, what is the current tracking status of the order here: https://t.co/ijxJ9jCwr9? ^JS",Tue Nov 21 20:17:14 +0000 2017
2335529,"ちゃんと見ないでホイホイ進んでしまって、Amazonのプライム会員になってしまった…いつのまにか…(；ω；)マジか…勿体ない…3900円…

でも、まあー、急いで買い物するときに役立つかもしれないと自分に言い聞かせています( ；∀；)1年だけプライム会員やろう… 笑",@675783 Amazonプライムのご利用をご希望でない場合、更新後でもキャンセルは可能です。会費ご請求後に特典のご利用がない場合は、会費を返金いたします。詳しくはヘルプページをご参照ください。https://t.co/9tQT1Jh8Tw SK,Fri Oct 20 02:38:22 +0000 2017
982303,"@115850 Courier: Ecom Express, Tracking #: 867051923. its a part of ORDER # 171-5359172-1521955
it is unable to find address, why?","@119798 Please don’t provide your order details, we consider them as personal information. Our Twitter page is visible to public.(2/2) ^VM",Sat Oct 14 08:53:27 +0000 2017
845671,@115850 heyy Amazon! doing great job..even on the day of diwali your parcel was delivered successfully on time..hope other rivals should also develop their delivery systems..,@321012 Glad to know that! :-) Happy Diwali! ^PR,Fri Oct 20 14:03:55 +0000 2017
109822,Je sens que c'est mort pour l'artbook de Persona 5 😥 Merci @120533,"@140385 Bonsoir, pouvez-vous nous expliquer davantage le souci je vous prie ? ^KE",Thu Nov 23 20:00:28 +0000 2017
707391,"@AmazonHelp Hello, I ordered a package and it was marked as delivered on Amazon, but it has not arrived in my mailbox. What do I do?","@289113 We are here to help, Travis! Here are some helpful tips on finding your package: https://t.co/fO9lbXDqE2 Keep us updated! ^HM",Tue Oct 10 19:22:52 +0000 2017
2874071,"@AmazonHelp I did this yesterday. Both on the phone for over an hour, and on the internet (here). I made a number of orders that were all due to arrive today, Tuesday the 28th, which I arranged to be off work to take delivery, but Amazon changed the delivery day to the 27th",@791507 Yikes! I'm sorry that happened. Can you provide info on who the carrier is: https://t.co/Y5jpI9gRhE ^LL,Tue Nov 28 04:42:06 +0000 2017
2279713,@115850  Waiting for refund for order # : ORDER # 408-6560878-8566768 . Its been 3 months.,"@662766 Apologies for the trouble. Have you reported this to our support team? If not, kindly report it here: https://t.co/rS49hgaADF. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^MO",Sat Nov 11 17:49:50 +0000 2017
535731,今日Amazonから荷物届くから受け取ってと旦那に頼まれて中身書いてなかったから開けずに置いといたら帰宅した旦那にプレゼントやったと言われて開けたらテンション荒ぶった。澪好きだし金箔入り！ダンボールはチビのオモチャになってるw https://t.co/5YHilVADp7,"@244116 |´-`)ﾁﾗｯ　Amazonをご利用いただきありがとうございます！
こんな素敵なプレゼントを贈る旦那さま、素敵です✨　段ボールもご活用いただけているようでよかったです(*´ー｀*) HM",Sat Dec 02 12:37:24 +0000 2017
1916359,@AmazonHelp Ecom is asking to collect item from delivery hub!! Unexpected! Amazon is not taking any step even after sending multiple(1/2),@570800 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,Wed Oct 18 12:45:45 +0000 2017
1452878,@AmazonHelp just got an email saying there has been a problem. So why do you advertise and why have I paid £5 for next day delivery?,"@457171 We'd be happy to look into this with you further, if you'll please phone us here: https://t.co/JzP7hlA23B Keep us posted! ^LB",Thu Nov 02 18:27:01 +0000 2017
2003921,sorry2say @115850 bt 1st tym m unsatisfied wid ur srvc.2 orders i hv made wid delvr date 24nov. both nt rcvd yet. https://t.co/1c94koszhp,@592571 My apologies for the delay in the delivery of your order. Please report this to our support team here : https://t.co/vlvfJr4nN9 and we'll sort this out for you. ^AS,Sat Nov 25 14:23:24 +0000 2017
1667785,"@AmazonHelp 6th November, today.  I imagine it’s fine and just isn’t out for delivery yet.",@507940 Please keep us updated on the delivery: https://t.co/aaDyEz1VgE. ^JJ,Mon Nov 06 11:54:14 +0000 2017
139081,@115830 spelling error on your website  'beautiful' is spelt incorrectly https://t.co/TMXceo2Bep,@147341 Thank you for your feedback Sarah. I will escalate this and I would like to personally thank you for bringing this to our attention.^GA,Fri Nov 24 10:38:10 +0000 2017
1525125,Amazonのサイト昨日から重いような気がすんだけど。,@473726 ご不便をおかけしております。お手数ですがPCサイトをご利用の場合はブラウザのキャッシュ削除や再起動、モバイルアプリをご利用の場合はアプリの再インストールをお試しください。 YM,Tue Oct 17 00:44:00 +0000 2017
2722654,@AmazonHelp It was from a third-party seller.,@763806 Has the seller confirmed that a replacement order has been sent? ^BZ,Mon Nov 20 12:16:56 +0000 2017
987778,"@AmazonHelp Und ich antworte gerne nochmal: Leute, ich bin kein Idiot.","@194202 Dann melde dich bitte mal über diesen Link bei uns, dem Amazon.de Social Media Team: https://t.co/cUDnC8mjd7 ^AN",Sun Oct 22 12:14:45 +0000 2017
1359083,@AmazonHelp @115821 @115850 Is it a good business to cheat gullible unsuspecting people. Where is the 'Trust'. Surely if u want u can stop this in ur platform.,@436436 I'm sorry for the disappointment. We'll work towards providing more accurate details with our listings. ^MJ,Sat Oct 28 08:03:28 +0000 2017
