customer_tweet_id,customer_text,gold_intent,gold_escalate,gold_escalation_reason,predicted_intent,confidence,predicted_escalate,predicted_escalation_reason,generic_reply,retrieval_reply,agent_reply,agent_reply_source,gemini_attempts,historical_evidence
2149535,"@AmazonHelp Ok but when placing an order, your site always tells you if the item is eligible for P.O. box delivery or not. My order was processed and went through with no issues",order_status_tracking,yes,delivery_issue,delivery_delay,0.23135692404929475,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@409483 Hi Clark. We'd like to help the best we can. Has the delivery date for your order changed? ^HC,I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,fallback,0,"[{""customer_tweet_id"": 1234212, ""customer_text"": ""@115821 Why does \""same day delivery\"" constantly turn into next day delivery after I place the order? Commitment issues?"", ""amazon_reply"": ""@409483 Hi Clark. We'd like to help the best we can. Has the delivery date for your order changed? ^HC"", ""similarity"": 0.1795838122053917}, {""customer_tweet_id"": 1760384, ""customer_text"": ""@AmazonHelp Sure. I ordered a lot of 24 of an item, and I keep being sent 1 of the item."", ""amazon_reply"": ""@529830 Thanks for confirming! Since this requires account access, please contact here: https://t.co/233GuUIPkP for a full review. ^TM"", ""similarity"": 0.1548682408191803}, {""customer_tweet_id"": 1302289, ""customer_text"": ""@AmazonHelp We have community mailboxes, I was given a key for a parcel box, indicating my parcel was delivered, but there was nothing in the box."", ""amazon_reply"": ""@340283 That is interesting! Have you tired contacting us via phone or chat? If so what options where you provided? ^LS"", ""similarity"": 0.13869513082385307}]"
215978,@AmazonHelp  I jus received a msg for refund success of INR.499/-  however it has not reflected in my bank account. Dis should have been done in October itself. Bloody cheap service as usual by @AmazonHelp,refund_issue,yes,delayed_refund,refund_issue,0.9,True,delayed_refund,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@332123 Just to clarify, what shipping method is shown for your item? Did you start a Prime membership with this order? ^DW",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 893324, ""customer_text"": ""@AmazonHelp Via phone I was told to contact my bank. However the bank didn't make the charge so I'm out of $10"", ""amazon_reply"": ""@332123 Just to clarify, what shipping method is shown for your item? Did you start a Prime membership with this order? ^DW"", ""similarity"": 0.22626283532671307}, {""customer_tweet_id"": 65899, ""customer_text"": ""@AmazonHelp Done"", ""amazon_reply"": ""@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV"", ""similarity"": 0.22162892570705972}, {""customer_tweet_id"": 45525, ""customer_text"": ""@AmazonHelp Yep. Original estimate 27 October. New estimate 31 October. It's been 'in transit' since Friday...."", ""amazon_reply"": ""@126077 We'd like to take a closer look at the delivery with you. When you have a moment, contact us here: https://t.co/JzP7hlA23B ^RA"", ""similarity"": 0.144898405033062}]"
1763842,@115830 Prime fail .... might be with you by Friday .... not really next working day is it? Don't promise if you can't deliver!  #fail #primefail #prime #AmazonPrime https://t.co/j0Z0mjpFb3,delivery_delay,yes,delivery_issue,delivery_delay,0.2142987188415142,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@248244 I am sorry for your disappointment with this order! It is never our intention! Have we missed a delivery date quoted in your confirmation email? You can check here:  https://t.co/aaDyEz1VgE Let us know Karl, we are here to help! ^DJ",I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,fallback,0,"[{""customer_tweet_id"": 550499, ""customer_text"": ""@115830 not looking good as a prime customer next day delivery still no sign so why do i pay for this service ?"", ""amazon_reply"": ""@248244 I am sorry for your disappointment with this order! It is never our intention! Have we missed a delivery date quoted in your confirmation email? You can check here:  https://t.co/aaDyEz1VgE Let us know Karl, we are here to help! ^DJ"", ""similarity"": 0.1653330945663028}, {""customer_tweet_id"": 2722631, ""customer_text"": ""@AmazonHelp @115830 @116324  useless. Your next day delivery doesn't work. You Cancelled my order so I booked for next day and you still didn't deliver or let me know it wasn't turning up. Wasted my weekend waiting and could of gone and got my shit myself. Cancelled prime"", ""amazon_reply"": ""@152965 Hi Nathan, I'm sorry to hear this. Were you advised why your order was cancelled? What was the estimated delivery date when you received your order confirmation? ^JC"", ""similarity"": 0.1589483227046392}, {""customer_tweet_id"": 1987006, ""customer_text"": ""So fucking annoyed when @115821 offers a 1 day delivery, gives themselves up until 9pm to deliver, but still fails. Tip- don’t offer something you can’t guarantee."", ""amazon_reply"": ""@588167 Apologies, this is not the service we expect. Get in touch - https://t.co/hApLpMlfHN we'd like to discuss available options^TP"", ""similarity"": 0.14708837566790206}]"
580655,@AmazonHelp Nothing at all it just said address is undeliverable. I really need it too which is what is more annoying than anything. I've been waiting over a week already for it. Decided to buy from you instead of local which I'm regretting now.,delivery_delay,yes,delivery_issue,delivery_delay,0.1791331207311441,True,low_intent_confidence,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@139823 We don't have access to accounts over Twitter. However, you can reply to the e-mail you received with any questions. ^AJ",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 107266, ""customer_text"": ""@AmazonHelp just received an email staying I have to send in Information of my address an so on  can you explain why this is? I've purchased from you  before with no hassle and now this?"", ""amazon_reply"": ""@139823 We don't have access to accounts over Twitter. However, you can reply to the e-mail you received with any questions. ^AJ"", ""similarity"": 0.18077928355706047}, {""customer_tweet_id"": 1755084, ""customer_text"": ""@AmazonHelp Just 3 days after this month will end 🤔"", ""amazon_reply"": ""@528569 I understand your love for music :) It will be expanded to other devices and platforms in the future. Please stay tuned! ^BS"", ""similarity"": 0.14563128018016952}, {""customer_tweet_id"": 553360, ""customer_text"": ""@AmazonHelp I was originally suppose to get it Thursday November 30th then it said yesterday then it said today and I still haven't gotten it https://t.co/uIe1uNy3T1"", ""amazon_reply"": ""@249052 We'd like to look into available options. Please reach out to us here: https://t.co/hApLpMlfHN ^RR"", ""similarity"": 0.13445215674730082}]"
1358102,"When @115830 Email saying your parcel will be here by 8pm.. It’s nearly 9pm and it’s not here, so much for ‘Amazon Prime’🖕🏼😭",delivery_delay,yes,delivery_issue,order_status_tracking,0.16950463361691037,True,low_intent_confidence,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@339804 Thanks for reaching out! The discount is still available for Prime members. More info here: https://t.co/Mk7PWqA4ZR ^GG,I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 926365, ""customer_text"": ""@AmazonHelp with Amazon prime do I still get 20% off new games"", ""amazon_reply"": ""@339804 Thanks for reaching out! The discount is still available for Prime members. More info here: https://t.co/Mk7PWqA4ZR ^GG"", ""similarity"": 0.20752066278796394}, {""customer_tweet_id"": 1452878, ""customer_text"": ""@AmazonHelp just got an email saying there has been a problem. So why do you advertise and why have I paid £5 for next day delivery?"", ""amazon_reply"": ""@457171 We'd be happy to look into this with you further, if you'll please phone us here: https://t.co/JzP7hlA23B Keep us posted! ^LB"", ""similarity"": 0.2028140046898147}, {""customer_tweet_id"": 2662757, ""customer_text"": ""@AmazonHelp @115850 is this a joke now i get a email saying we are unable to search your account, can you please take this issue as a priority and fiz this"", ""amazon_reply"": ""@750435 I understand your concern. Kindly reply to the latest correspondence sent by our team for further assistance. Appreciate your understanding. ^GD"", ""similarity"": 0.17720550786449318}]"
1355416,"@AmazonHelp Nope... 😔
It was a gift....",other_general,no,none,other_general,0.1863215562178945,True,low_intent_confidence,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV,I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 65899, ""customer_text"": ""@AmazonHelp Done"", ""amazon_reply"": ""@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV"", ""similarity"": 0.2553707475492261}, {""customer_tweet_id"": 1509279, ""customer_text"": ""@115850 This is not done. I was looking forward to receive my Echo speaker today as I am leaving for some other place tomorrow morning. The delivery guys number is neither reachable nor he came for delivery.  What am I supposed to do now. It was a gift for someone else. https://t.co/qb7ALLmdvO"", ""amazon_reply"": ""@470324 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (3/3) ^PJ"", ""similarity"": 0.15072091950543365}, {""customer_tweet_id"": 2841861, ""customer_text"": ""@115850 Was recharging my Airtel mobile number using Amazon Pay Balance (405-4894189-9128347).After recharging,I received an email stating recharge failed, amount refunded as Gift Card + Amazon Pay Balance.But I didn't receive the refunds.\nPlease check the screenshots,\nKaushik https://t.co/BUZTR1AEnY"", ""amazon_reply"": ""@790721 We're sorry to know about the issues with recharge, Kaushik. Please reach out to us, here: https://t.co/vlvfJr4nN9 and we'll check this for you. Please don’t provide your details as we consider them to be personal info. Our Twitter page is visible to public. ^YP"", ""similarity"": 0.11431206800470327}]"
2424519,@117795 parcels are not coming next day #whyamipayingforprime,delivery_delay,yes,delivery_issue,delivery_delay,0.19300247356179756,True,low_intent_confidence,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@139715 Hey, you can assign your own safe place to your order so all your future parcels will be left there and not with a neighbour. You can find more info about it here: https://t.co/eISP3ti6wH ^MA",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 2837004, ""customer_text"": ""I wish @115830 had a 'do not leave with neighbours' option. I would rather get my parcels from the post office than knock on random doors."", ""amazon_reply"": ""@139715 Hey, you can assign your own safe place to your order so all your future parcels will be left there and not with a neighbour. You can find more info about it here: https://t.co/eISP3ti6wH ^MA"", ""similarity"": 0.12557026720076656}, {""customer_tweet_id"": 1104500, ""customer_text"": ""@117795 thank u for allowing us people to feel more entitled then we already do I want my stuff now &amp; when I mean now I mean Sunday"", ""amazon_reply"": ""@380638 W/out giving account info can you tell us what's going on? Did an order not arrive on time here: https://t.co/Y5jpI9gRhE? ^JM"", ""similarity"": 0.1136294635353178}, {""customer_tweet_id"": 2735694, ""customer_text"": ""One day @115821 will hire delivery drives that can read an address label. One day... not today though.  😑"", ""amazon_reply"": ""@400341 It sounds like you had a bad experience, my apologies. Without providing any account information can you give us some more details? ^CH"", ""similarity"": 0.1078687463679378}]"
980691,@AmazonHelp 問い合わせ先が見つからず困っておりました。ありがとうございます。,other_general,no,none,other_general,0.23255318893194057,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,fallback,0,"[{""customer_tweet_id"": 65899, ""customer_text"": ""@AmazonHelp Done"", ""amazon_reply"": ""@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV"", ""similarity"": 1.0}, {""customer_tweet_id"": 2880479, ""customer_text"": ""@AmazonHelp Useless"", ""amazon_reply"": ""@799341 We want to help you as much as possible, please contact us directly by clicking the following link: https://t.co/JzP7hlA23B.^BZ"", ""similarity"": 0.1918260533044177}, {""customer_tweet_id"": 2437734, ""customer_text"": ""@AmazonHelp Useless"", ""amazon_reply"": ""@337608 We'd like to help, kindly share your details here: https://t.co/GIJyeYqKE0, and we'll reach out to you soon. ^MA"", ""similarity"": 0.1918260533044177}]"
306558,@AmazonHelp https://t.co/fmgg5St9VX is unresponsive.. The maker is a month old and stopped working. We would like to have it replaced,return_replacement,no,none,technical_product_issue,0.1854045232201092,True,low_intent_confidence,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@528569 I understand your love for music :) It will be expanded to other devices and platforms in the future. Please stay tuned! ^BS,I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 1755084, ""customer_text"": ""@AmazonHelp Just 3 days after this month will end 🤔"", ""amazon_reply"": ""@528569 I understand your love for music :) It will be expanded to other devices and platforms in the future. Please stay tuned! ^BS"", ""similarity"": 0.25685557151142807}, {""customer_tweet_id"": 431162, ""customer_text"": ""@4031 @115821 sir like it has duped me, scam is over 900 crore. They send empty packet and keep d money too like they did wid me. HELP https://t.co/JGzDG8kgq6"", ""amazon_reply"": ""@217522 Kindly ensure to submit the form once you have shared your details. (2/2) ^CB"", ""similarity"": 0.15855831291954692}, {""customer_tweet_id"": 65899, ""customer_text"": ""@AmazonHelp Done"", ""amazon_reply"": ""@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV"", ""similarity"": 0.153566853486129}]"
1092429,@116316 Das ist schonmal was. Vielen lieben Dank :),other_general,no,none,other_general,0.19628804119535054,True,low_intent_confidence,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@199875 Normal meldet sie sich nur wenn sie gefragt wird, oder wenn jemand (auch der TV) ein ähnliches Wort ausspricht. Wie man das Aktivierungswort ändert, kannst du hier nachlesen: https://t.co/vyzB3gZe0T ^BL",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 2855207, ""customer_text"": ""@115833 @AmazonHelp Guten Abend, meine Alexa aktiviert sich in den letzten paar Tagen immer wieder von selbst ohne das irgendwer das Aktivierungswort sagt. Ist auch bei Bekannten so. Woran liegt das?"", ""amazon_reply"": ""@199875 Normal meldet sie sich nur wenn sie gefragt wird, oder wenn jemand (auch der TV) ein ähnliches Wort ausspricht. Wie man das Aktivierungswort ändert, kannst du hier nachlesen: https://t.co/vyzB3gZe0T ^BL"", ""similarity"": 0.2828985818402803}, {""customer_tweet_id"": 1495598, ""customer_text"": ""@116316 @10114 Was ist denn aus dem Steelbook zu Battlefront II bei geworden? Wird mir in meiner Bestellung nicht mehr angezeigt. 🤔"", ""amazon_reply"": ""@467262 Hi! Meinst du, dass dir die Bestellung in deinem Kundenkonto nicht mehr angezeigt wird? ^AS"", ""similarity"": 0.1736765832204591}, {""customer_tweet_id"": 1554354, ""customer_text"": ""Great customer service from Jürgen at @116316 , thanks!"", ""amazon_reply"": ""@480784 Thanks 🙂 You are welcome. Kind regards ^TR"", ""similarity"": 0.16864934191451475}]"
71890,Bonjour @120533 je voudrais savoir si un jour vous comptez mettre comme moyen de paiement la carte Maestro ? Merci beaucoup,payment_billing,no,none,other_general,0.19297265040088074,True,low_intent_confidence,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@140385 Bonsoir, pouvez-vous nous expliquer davantage le souci je vous prie ? ^KE",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 109822, ""customer_text"": ""Je sens que c'est mort pour l'artbook de Persona 5 😥 Merci @120533"", ""amazon_reply"": ""@140385 Bonsoir, pouvez-vous nous expliquer davantage le souci je vous prie ? ^KE"", ""similarity"": 0.2455107290609968}, {""customer_tweet_id"": 1881648, ""customer_text"": ""@120533 MaJ : remboursement de la part d'Amazon."", ""amazon_reply"": ""@561522 Contactez s'il vous plaît notre service client pour qu'ils vous aident via https://t.co/hgIrz98cdI"", ""similarity"": 0.17386585989210918}, {""customer_tweet_id"": 2538856, ""customer_text"": ""@AmazonHelp vous etes pas compétent"", ""amazon_reply"": ""@389945 Bonjour, je suis désolée d'apprendre cela. Pouvez-vous m'expliquer davantage la situation rencontrée s'il vous plait ? ^SB"", ""similarity"": 0.15272530535075934}]"
1234092,@AmazonHelp my parcel said it was delivered and signed for by me yesterday but i wasn't in. I can't find the parcel - can you help please?,missing_package,yes,missing_package,delivery_delay,0.1881328807046299,True,low_intent_confidence,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@340283 That is interesting! Have you tired contacting us via phone or chat? If so what options where you provided? ^LS,I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 1302289, ""customer_text"": ""@AmazonHelp We have community mailboxes, I was given a key for a parcel box, indicating my parcel was delivered, but there was nothing in the box."", ""amazon_reply"": ""@340283 That is interesting! Have you tired contacting us via phone or chat? If so what options where you provided? ^LS"", ""similarity"": 0.24214875964885685}, {""customer_tweet_id"": 2514040, ""customer_text"": ""@AmazonHelp I’ve had a parcel delivered according to your tracker but no item was deliver anychance you can help ?"", ""amazon_reply"": ""@716358 Hi, sorry to hear this. Take a look at the following link as it might help you locate the parcel: http:https://t.co/lcIviyIte1 ^CR"", ""similarity"": 0.2128780030189975}, {""customer_tweet_id"": 553360, ""customer_text"": ""@AmazonHelp I was originally suppose to get it Thursday November 30th then it said yesterday then it said today and I still haven't gotten it https://t.co/uIe1uNy3T1"", ""amazon_reply"": ""@249052 We'd like to look into available options. Please reach out to us here: https://t.co/hApLpMlfHN ^RR"", ""similarity"": 0.2070142975669994}]"
534144,"@AmazonHelp Juste marre de jouer au chat et souris ....
Pour moi c'est pas grave....Des offres y'en a partout mais au vu de la manière...Les 3 ou 4 retraits ""incompréhensibles"" d'amazon, on demandera le remboursement Justificatifs à l'appui...On le fera aujourdhui
Merci bon courage",payment_billing,yes,needs_human_support,other_general,0.17626206397255909,True,low_intent_confidence,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@155066 Bonsoir Yann, désolée d'apprendre cela. La livraison de votre colis est prévue pour quand s'il vous plaît ? ^MA",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 167936, ""customer_text"": ""Qd tu a 4 fois @120533 au téléphone pour te dire que ta commande n'est pas envoyée car il manque encore un produit mais que tu ne peux pas l'annuler parce qu'elle est sur le point d'être expédié.\nEt bah ça énerve un peu qd même."", ""amazon_reply"": ""@155066 Bonsoir Yann, désolée d'apprendre cela. La livraison de votre colis est prévue pour quand s'il vous plaît ? ^MA"", ""similarity"": 0.2174800411349149}, {""customer_tweet_id"": 510268, ""customer_text"": ""@AmazonHelp Vu tous les tweets que je viens de lire, c'est inadmissible que Amazon prenne encore @120535 pour ses envois. Laissez nous le choix du transporteur au pire ..."", ""amazon_reply"": ""@237233 Le choix du transporteur n'est malheureusement pas possible mais vos avis nous sont importants pour améliorer la qualité des services. Merci pour votre compréhension. ^MH"", ""similarity"": 0.20834059959790407}, {""customer_tweet_id"": 2889221, ""customer_text"": ""@AmazonHelp A priori rien chez moi, je n’y suis pas mais ma mère n’a rien réceptionné et rien dans la boîte. On a demandé aux voisins, rien. Si quelqu’un réceptionne un colis de valeur... qu’est-ce qui l’oblige à être honnête et à le rendre le ? 😭"", ""amazon_reply"": ""@801075 Si le suivi indique que le colis est livré et que malgré les recherches vous ne le trouvez pas, il faut le signaler à notre service client pour ouvrir une enquête auprès du transporteur et avoir le nom de la personne ayant reçu votre colis.^ASZ"", ""similarity"": 0.18402797649150435}]"
2977461,@116313 アマゾンにお気に入り登録した商品、在庫切れが多いような？、仕方ないから他のショップで探して購入してるけど、在庫切れ入荷するのかしないのか表示対応してほしいな～。,other_general,no,none,other_general,0.19362744355438027,True,low_intent_confidence,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@731406 We'd like to take a closer look at this with you. Please reach out to us at your earliest convenience here: https://t.co/Q7Ftz6nj80 ^LJ,I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 2580519, ""customer_text"": ""@AmazonHelp Yup already tried that"", ""amazon_reply"": ""@731406 We'd like to take a closer look at this with you. Please reach out to us at your earliest convenience here: https://t.co/Q7Ftz6nj80 ^LJ"", ""similarity"": 0.0}, {""customer_tweet_id"": 2631401, ""customer_text"": ""@AmazonHelp is it normal for your delivery driver to open my front door &amp; drop in a parcel (for the house next door) without even knocking?"", ""amazon_reply"": ""@743036 I'm so sorry! We'd like to escalate this, if you'll provide as much information as possible, including the order number, here: https://t.co/tILmboHjPD Someone will be in touch soon. Thank you for letting us know about this. ^LB"", ""similarity"": 0.0}, {""customer_tweet_id"": 503500, ""customer_text"": ""@AmazonHelp Got a messsge saying it would come between now and 4th dec this has happened with 2 orders in one week on prime."", ""amazon_reply"": ""@235325 Thank you for the information! Were you able to reach out to us using the link provided by ^HM? If so, what were you advised? ^AL"", ""similarity"": 0.0}]"
497290,@AmazonHelp https://t.co/O6Mf9WBWMR,other_general,yes,needs_human_support,other_general,0.19743143555930628,True,low_intent_confidence,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV,I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,fallback,0,"[{""customer_tweet_id"": 65899, ""customer_text"": ""@AmazonHelp Done"", ""amazon_reply"": ""@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV"", ""similarity"": 0.4810424740325799}, {""customer_tweet_id"": 742396, ""customer_text"": ""@amazonhelp this url is broken on your site: https://t.co/nL5ldDxRB2 — needed for this: https://t.co/dD4Yvm02Pb"", ""amazon_reply"": ""@297514 Cab you please provide a link to the page where this button is located? We'd like to look further into it. ^WJ"", ""similarity"": 0.23874368156361267}, {""customer_tweet_id"": 274471, ""customer_text"": ""@115850  https://t.co/gTRwxpvjFO"", ""amazon_reply"": ""@159034 Our Twitter page is visible to the public. (4/4)^AU"", ""similarity"": 0.21138107666986491}]"
2880426,"Le principe, c'est d'acheter *un* cadeau de Noël au meilleur prix. Ben avec @115821 c'est pas forcément simple. https://t.co/f9oucvQwal",other_general,no,none,order_status_tracking,0.2024706376861932,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@155066 Bonsoir Yann, désolée d'apprendre cela. La livraison de votre colis est prévue pour quand s'il vous plaît ? ^MA",I can help with your order status. Please check the current tracking information for the latest update on your order.,fallback,0,"[{""customer_tweet_id"": 167936, ""customer_text"": ""Qd tu a 4 fois @120533 au téléphone pour te dire que ta commande n'est pas envoyée car il manque encore un produit mais que tu ne peux pas l'annuler parce qu'elle est sur le point d'être expédié.\nEt bah ça énerve un peu qd même."", ""amazon_reply"": ""@155066 Bonsoir Yann, désolée d'apprendre cela. La livraison de votre colis est prévue pour quand s'il vous plaît ? ^MA"", ""similarity"": 0.24813423944127966}, {""customer_tweet_id"": 2431121, ""customer_text"": ""@AmazonHelp La capture d'écran suivante provient de Firefox (les précédentes provenaient de Chrome), on dirait que c'est un design différent qui est appliqué sous Chrome (voir la couleur du titre et le design du bouton) https://t.co/d8K18vlCcb"", ""amazon_reply"": ""@697863 Il s'agit bien d'un souci d'affichage du navigateur et non une erreur graphique sur le site. Merci quand même de nous l'avoir signalé. ^MH"", ""similarity"": 0.1464958873029147}, {""customer_tweet_id"": 510268, ""customer_text"": ""@AmazonHelp Vu tous les tweets que je viens de lire, c'est inadmissible que Amazon prenne encore @120535 pour ses envois. Laissez nous le choix du transporteur au pire ..."", ""amazon_reply"": ""@237233 Le choix du transporteur n'est malheureusement pas possible mais vos avis nous sont importants pour améliorer la qualité des services. Merci pour votre compréhension. ^MH"", ""similarity"": 0.13743507028342378}]"
2840267,"@AmazonHelp I have read that communication. It is of no help. No one is even trying to understand, why i complained",other_general,yes,needs_human_support,other_general,0.21305577740362072,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@414819 I understand your concern about the Amazon pay balance. Did you happen to report this to our support team? If no, please contact us here: https://t.co/vlvfJr4nN9 so we can assist you.^PJ",I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,fallback,0,"[{""customer_tweet_id"": 2406925, ""customer_text"": ""Hello, @115850  &amp; @AmazonHelp \nPlease Help. I am trying 5 time Add Money in Wallet but problems.\nPlease check.\n@115821 \n@115830"", ""amazon_reply"": ""@414819 I understand your concern about the Amazon pay balance. Did you happen to report this to our support team? If no, please contact us here: https://t.co/vlvfJr4nN9 so we can assist you.^PJ"", ""similarity"": 0.2538303157030127}, {""customer_tweet_id"": 1890590, ""customer_text"": ""@AmazonHelp It would be nice if you read my tweet before, I am saying that my account is LOCKED. Can you please read what I stated above and not give me some bullshit answer back, thanks."", ""amazon_reply"": ""@563805 Please use skip sign in option, on the link previously provided. ^TP"", ""similarity"": 0.18643189714728586}, {""customer_tweet_id"": 373286, ""customer_text"": ""@AmazonHelp Person I spoke with was confused, didn't understand what was going on and just told me someone would get back to me."", ""amazon_reply"": ""@204453 I understand you frustration! We'll do everything we can. Please let us know if you need assistance in the mean time. ^HC"", ""similarity"": 0.137072745721395}]"
2962796,When @115821’s 2 day delivery turns into 3 days.............. 🙄,delivery_delay,no,none,delivery_delay,0.2723433412959499,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@409483 Hi Clark. We'd like to help the best we can. Has the delivery date for your order changed? ^HC,I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,fallback,0,"[{""customer_tweet_id"": 1234212, ""customer_text"": ""@115821 Why does \""same day delivery\"" constantly turn into next day delivery after I place the order? Commitment issues?"", ""amazon_reply"": ""@409483 Hi Clark. We'd like to help the best we can. Has the delivery date for your order changed? ^HC"", ""similarity"": 0.42785797260622765}, {""customer_tweet_id"": 1452878, ""customer_text"": ""@AmazonHelp just got an email saying there has been a problem. So why do you advertise and why have I paid £5 for next day delivery?"", ""amazon_reply"": ""@457171 We'd be happy to look into this with you further, if you'll please phone us here: https://t.co/JzP7hlA23B Keep us posted! ^LB"", ""similarity"": 0.23771974710286692}, {""customer_tweet_id"": 836451, ""customer_text"": ""@115830 I pre-ordered one in August and then I did next day delivery for the second, neither have arrived."", ""amazon_reply"": ""@319104 Is there any info showing on their tracking via this link? : https://t.co/aaDyEz1VgE ^RL"", ""similarity"": 0.23311976950078542}]"
