customer_tweet_id,customer_text,true_intent,predicted_intent,classifier_confidence,classifier_method,true_escalate,predicted_escalate,true_escalation_reason,predicted_escalation_reason
853920,"@AmazonHelp Yeah been a customer for many years and been let down SO MANY times , I know how it works.",other_general,order_status_tracking,0.1899257633399533,ml,True,True,needs_human_support,low_intent_confidence
1180559,@AmazonHelp Last two months a slew of products damaged inside pristine shipping boxes. Some with sharp puncture marks all the way through.,damaged_item,damaged_item,0.94,rule,True,True,damaged_item,damaged_item
1899097,"@AmazonHelp ご丁寧にありがとうぎざいます。アプリの入れ直しはやってみたのですが、もう一度試してみます。
洋書のサンプルをDLしたところ、国内出版物を検索しても検出されなくなったのですが、何か設定が必要でしょうか？",technical_product_issue,other_general,0.19442327871701745,ml,False,True,none,low_intent_confidence
2906573,"So @115830 left my delivery (which contained an expensive electronic item) in the garden, all day.. unsheltered! Oh and it rained. . . #nothappy #useyourhead #merryxmas https://t.co/zZCbNvd1Gq",damaged_item,delivery_delay,0.23815227907155884,ml,True,False,damaged_item,none
392197,@115830 excellent use of packaging again... not bad for the environment at all... MASSIVE box https://t.co/dl6ETLbJry,other_general,other_general,0.18633385866531949,ml,False,True,none,low_intent_confidence
1380593,@AmazonHelp My delivery date was just updated to a three day window without explanation. Incredibly frustrating.,delivery_delay,order_status_tracking,0.22234122440425444,ml,True,False,delivery_issue,none
2931329,@AmazonHelp Nope. Like I said they never even knocked. It was royal mail. I did get my usual post and heard the letter box so went and checked to see if there was anything about Amazon but nothing. Used prime to do online Christmas shopping so it would be delivered.,order_status_tracking,delivery_delay,0.25658626936184864,ml,True,False,delivery_issue,none
1179698,Hey @115821 your delivery guy decided to leave the boxes for the entire building in our office.  Guess I'm the delivery guy now? https://t.co/zwSWiN8Nc8,order_status_tracking,delivery_delay,0.25064556119694376,ml,True,False,delivery_issue,none
1249443,@AmazonHelp Friday 10/27,other_general,other_general,0.17412549697517796,ml,False,True,none,low_intent_confidence
2700856,Ordered something on @115821 prime for next day delivery yet it’s now coming in 1-2 days. What am I paying for exactly? 😐😐😐,delivery_delay,delivery_delay,0.426271759712385,ml,True,False,delivery_issue,none
230182,@AmazonHelp I just submitted the problem but if I do not hear anything by 1700 I am going to have to cancel my order and buy elsewhere sadly.Thank you.,other_general,order_status_tracking,0.2111238589883694,ml,True,False,needs_human_support,none
819504,Also @AmazonHelp - @134825 ist schon a bissl nervig vong zustellservice - null benachrichtigung und jetzt kann ich keinens shop auswählen 😞,order_status_tracking,other_general,0.1806709561484255,ml,True,True,delivery_issue,low_intent_confidence
2836887,"@115830 @AmazonHelp lost order and call to speak to your 'escalation team'. Spoken to in a disgusting, condescending manner and you put the phone down on me after I asked the operator to clarify what steps I need to take next. Disgusting customer service.",missing_package,other_general,0.21588662715607518,ml,True,False,missing_package,none
1406573,MY ONE DAY DELIVERY NEVER SHOWED UP @115830 YOU HAVE RUINED HALLOWEEN FOR ME. I HOPE YOURE PROUD OF YOURSELF. https://t.co/3HWapltxiw,delivery_delay,delivery_delay,0.23297296744061657,ml,True,False,delivery_issue,none
2318469,@115821 why do my orders disappear when an item goes out of stock but I don’t get a notification about it so I can order something else?,account_access,order_status_tracking,0.177212408746519,ml,True,True,needs_human_support,low_intent_confidence
366498,@AmazonHelp I’d like to undo an accidental cancellation of an order @ can’t find the option. Could you do it if I tell you the order # ?,return_replacement,order_status_tracking,0.17205980858534595,ml,False,True,none,low_intent_confidence
2212038,"Hi @115821, your delivery service sucks.  Can you give Prime members a @115817 delivery option? At least they know what they are doing.",order_status_tracking,delivery_delay,0.34591275349180095,ml,True,False,delivery_issue,none
2824653,"@AmazonHelp @115850 Order ID- 405-1654839-4490746 picked up with wrong tracking details, please help! https://t.co/gWBZBPV96L",order_status_tracking,order_status_tracking,0.92,rule,True,False,delivery_issue,none
