customer_tweet_id,customer_message,true_intent,true_escalate,true_escalation_reason,predicted_intent,classifier_confidence,escalate,escalation_reason,reply,historical_matches
824078,@AmazonHelp AZNL is the delivery service.,other_general,no,none,other_general,0.2711931151268063,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"[{""customer_tweet_id"": 2953663, ""customer_text"": ""your service is useless @AmazonHelp"", ""amazon_reply"": ""@815514 Hey Jack, I'm so sorry for the poor experience you've had with us! Without providing account or personal details, could you tell us what the original issue is? ^AR"", ""similarity"": 0.31802338102391803}, {""customer_tweet_id"": 65899, ""customer_text"": ""@AmazonHelp Done"", ""amazon_reply"": ""@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV"", ""similarity"": 0.27194696164254906}, {""customer_tweet_id"": 550499, ""customer_text"": ""@115830 not looking good as a prime customer next day delivery still no sign so why do i pay for this service ?"", ""amazon_reply"": ""@248244 I am sorry for your disappointment with this order! It is never our intention! Have we missed a delivery date quoted in your confirmation email? You can check here:  https://t.co/aaDyEz1VgE Let us know Karl, we are here to help! ^DJ"", ""similarity"": 0.22723117147653238}]"
1545213,@AmazonHelp わざわざリプライ頂き、ありがとうございます。既にサポートセンターに連絡済みで、ご対応頂いております。,other_general,no,none,other_general,0.40578892547619394,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"[{""customer_tweet_id"": 65899, ""customer_text"": ""@AmazonHelp Done"", ""amazon_reply"": ""@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV"", ""similarity"": 1.0}, {""customer_tweet_id"": 2880479, ""customer_text"": ""@AmazonHelp Useless"", ""amazon_reply"": ""@799341 We want to help you as much as possible, please contact us directly by clicking the following link: https://t.co/JzP7hlA23B.^BZ"", ""similarity"": 0.1918260533044177}, {""customer_tweet_id"": 2437734, ""customer_text"": ""@AmazonHelp Useless"", ""amazon_reply"": ""@337608 We'd like to help, kindly share your details here: https://t.co/GIJyeYqKE0, and we'll reach out to you soon. ^MA"", ""similarity"": 0.1918260533044177}]"
2628834,@715660 $108 was taken out my account for amazon prime and i didn't sign up for none of that shit,payment_billing,yes,unauthorized_charge,payment_billing,0.5740503686791999,False,none,I'm sorry you're experiencing a billing issue. Please check the order and payment details associated with the transaction so the issue can be investigated.,"[{""customer_tweet_id"": 926365, ""customer_text"": ""@AmazonHelp with Amazon prime do I still get 20% off new games"", ""amazon_reply"": ""@339804 Thanks for reaching out! The discount is still available for Prime members. More info here: https://t.co/Mk7PWqA4ZR ^GG"", ""similarity"": 0.2518282398219798}, {""customer_tweet_id"": 2604261, ""customer_text"": ""@AmazonHelp Any recent updates regarding the launch of amazon prime music in India?"", ""amazon_reply"": ""@636815 Currently Amazon Prime Music is exclusively available on echo devices. ^EM"", ""similarity"": 0.18808720904038248}, {""customer_tweet_id"": 2052160, ""customer_text"": ""LOVE it when you pay for Prime and shit doesn't arrive when it says it will 🙃🙃🙃 @115821"", ""amazon_reply"": ""@606902 I'm sorry to hear this! What was the delivery date given in your confirmation e-mail here: https://t.co/7R8P8hZQtW? ^KP"", ""similarity"": 0.15959984674746952}]"
1249443,@AmazonHelp Friday 10/27,other_general,no,none,other_general,0.3659011118547856,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"[{""customer_tweet_id"": 45525, ""customer_text"": ""@AmazonHelp Yep. Original estimate 27 October. New estimate 31 October. It's been 'in transit' since Friday...."", ""amazon_reply"": ""@126077 We'd like to take a closer look at the delivery with you. When you have a moment, contact us here: https://t.co/JzP7hlA23B ^RA"", ""similarity"": 0.2140903357863741}, {""customer_tweet_id"": 65899, ""customer_text"": ""@AmazonHelp Done"", ""amazon_reply"": ""@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV"", ""similarity"": 0.1596268771582431}, {""customer_tweet_id"": 20449, ""customer_text"": ""@AmazonHelp I am already still awaiting since 12.10.2017 for your solution. But no any satisfied resolution provide from Amazon side."", ""amazon_reply"": ""@120469 Apologies for the ordeal Kaushal. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN"", ""similarity"": 0.13619365851113366}]"
2799365,"Amazon知らん間にプライム会員なってて3,900円〜💸〜さよなら〜",payment_billing,yes,unauthorized_charge,payment_billing,0.5985102891302324,False,none,I'm sorry you're experiencing a billing issue. Please check the order and payment details associated with the transaction so the issue can be investigated.,"[{""customer_tweet_id"": 2580519, ""customer_text"": ""@AmazonHelp Yup already tried that"", ""amazon_reply"": ""@731406 We'd like to take a closer look at this with you. Please reach out to us at your earliest convenience here: https://t.co/Q7Ftz6nj80 ^LJ"", ""similarity"": 0.0}, {""customer_tweet_id"": 2631401, ""customer_text"": ""@AmazonHelp is it normal for your delivery driver to open my front door &amp; drop in a parcel (for the house next door) without even knocking?"", ""amazon_reply"": ""@743036 I'm so sorry! We'd like to escalate this, if you'll provide as much information as possible, including the order number, here: https://t.co/tILmboHjPD Someone will be in touch soon. Thank you for letting us know about this. ^LB"", ""similarity"": 0.0}, {""customer_tweet_id"": 503500, ""customer_text"": ""@AmazonHelp Got a messsge saying it would come between now and 4th dec this has happened with 2 orders in one week on prime."", ""amazon_reply"": ""@235325 Thank you for the information! Were you able to reach out to us using the link provided by ^HM? If so, what were you advised? ^AL"", ""similarity"": 0.0}]"
2935771,@AmazonHelp @116928 cual de todas las versiones que me han dado?,other_general,no,none,other_general,0.3720211282684466,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"[{""customer_tweet_id"": 2935775, ""customer_text"": ""@AmazonHelp @116928 También me dijo que me llamarían de correos para quedar para recojeros el producto y se pasaron sin llamar"", ""amazon_reply"": ""@811646 Te informo que no tenemos acceso a la cuenta. Entonces en este caso tienes que entrar en contacto con el servicio al cliente en el siguiente enlace: https://t.co/yUdBaXIHo2. ^NP"", ""similarity"": 0.2147476750153128}, {""customer_tweet_id"": 2913146, ""customer_text"": ""@116875 que puedo hacer con las compras que hice si mi cuenta está suspendida?"", ""amazon_reply"": ""@806436 ¡Hola, Alfonso! Sin compartir información personal, ¿podrías informarnos si recibiste un correo con instrucciones sobre como accesar a tu cuenta de nuevo?. ^NB"", ""similarity"": 0.21289841950445504}, {""customer_tweet_id"": 65899, ""customer_text"": ""@AmazonHelp Done"", ""amazon_reply"": ""@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV"", ""similarity"": 0.14012186716100022}]"
816997,@AmazonHelp Only winners ? and what is the date for next announcement,other_general,no,none,other_general,0.3158006934550984,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"[{""customer_tweet_id"": 348635, ""customer_text"": ""@AmazonHelp Any date?"", ""amazon_reply"": ""@198992 We do not have any update as of now. Hence, kindly wait. ^HR"", ""similarity"": 0.6284588491556663}, {""customer_tweet_id"": 65899, ""customer_text"": ""@AmazonHelp Done"", ""amazon_reply"": ""@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV"", ""similarity"": 0.30487086142636705}, {""customer_tweet_id"": 2760375, ""customer_text"": ""@AmazonHelp The original date was October 11- 25th"", ""amazon_reply"": ""@772354 Was it sold directly by Amazon or a marketplace seller? ^PK"", ""similarity"": 0.2689622873403818}]"
874570,@AmazonHelp @115850  @115821 @115830 finally i blocked by amzn and i hv no way to contact amzn...i want my mony ....#chor_amazon https://t.co/elf3cVJ79v,refund_issue,yes,needs_human_support,refund_issue,0.6705490751466978,True,delayed_refund,I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,"[{""customer_tweet_id"": 852724, ""customer_text"": ""@115850 Sprt team sgested 2 cancel d order n place another 1.The eta told 2 me on call ws 48hrs.0 benefit of amzn pay.I'll miss dis sale.😞 https://t.co/xQjWW0SApI"", ""amazon_reply"": ""@322573 We'd like to help Kushagr, kindly share your details here: https://t.co/GIJyeYqKE0. ^MP"", ""similarity"": 0.1283204152256086}, {""customer_tweet_id"": 2406925, ""customer_text"": ""Hello, @115850  &amp; @AmazonHelp \nPlease Help. I am trying 5 time Add Money in Wallet but problems.\nPlease check.\n@115821 \n@115830"", ""amazon_reply"": ""@414819 I understand your concern about the Amazon pay balance. Did you happen to report this to our support team? If no, please contact us here: https://t.co/vlvfJr4nN9 so we can assist you.^PJ"", ""similarity"": 0.12414805607144336}, {""customer_tweet_id"": 745083, ""customer_text"": ""@AmazonHelp @115850 U r as competent as ur customer service on ph."", ""amazon_reply"": ""@298115 We'd like to help, Amit. As requested earlier, please send us your details through the link shared earlier. ^MA"", ""similarity"": 0.11847195457608914}]"
392197,@115830 excellent use of packaging again... not bad for the environment at all... MASSIVE box https://t.co/dl6ETLbJry,other_general,no,none,other_general,0.36039333015869934,False,none,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"[{""customer_tweet_id"": 1302289, ""customer_text"": ""@AmazonHelp We have community mailboxes, I was given a key for a parcel box, indicating my parcel was delivered, but there was nothing in the box."", ""amazon_reply"": ""@340283 That is interesting! Have you tired contacting us via phone or chat? If so what options where you provided? ^LS"", ""similarity"": 0.16674598017418152}, {""customer_tweet_id"": 2940288, ""customer_text"": ""@115830 some great overkill on the boxing and packaging! Kinda got my hopes up it would be something amazing! https://t.co/baoRc4TRfR"", ""amazon_reply"": ""@812628 Sorry for any troubles caused! You can leave your feedback for the packaging of this order here: https://t.co/YsujUWLJtP ^TH"", ""similarity"": 0.16276624527182532}, {""customer_tweet_id"": 530001, ""customer_text"": ""@AmazonHelp THERES MORE !!!! @115830 https://t.co/JRdxSl5ghg"", ""amazon_reply"": ""@242735 Hi James, please get in touch via the link provided by ^FJ &amp; we'll be able to look into this for you. ^TS"", ""similarity"": 0.10251664479130301}]"
353266,"@115817 @115821 how do I complain about these wank shites? Didn't even attempt delivery or bother telling me, had to chase them myself.",delivery_delay,yes,delivery_issue,delivery_delay,0.39282691687565613,False,none,I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,"[{""customer_tweet_id"": 939517, ""customer_text"": ""@AmazonHelp @115817 But they didnt. Somehow @115821 system shows it as if it was picked up."", ""amazon_reply"": ""@342711 Thanks for the info. We'd like a second chance to look into this. Please contact us here: https://t.co/EKXRLsnxJu ^GG"", ""similarity"": 0.20650100295870952}, {""customer_tweet_id"": 1177170, ""customer_text"": ""Disappointed in @115821. This is the 3rd attempt is shipping this frame. Each time, no packing other than 1 sheet of paper. #crushed #broken https://t.co/GdelML2AqH"", ""amazon_reply"": ""@396885 I'm truly sorry the frame has arrived damaged! Please call us so we can escalate this issue: https://t.co/hApLpMlfHN ^SH"", ""similarity"": 0.1288731924071552}, {""customer_tweet_id"": 1209843, ""customer_text"": ""@AmazonHelp Information sent. If you are going to ask for 24-48 hours to resolve please don't bother contacting me. I am sick of hearing that."", ""amazon_reply"": ""@182930 I understand waiting could be tiresome. Since the details are shared, we'll update on this shortly. Appreciate your patience.^BS"", ""similarity"": 0.10082538310803084}]"
