customer_tweet_id,candidate,customer_text,reply,gold_intent,predicted_intent,confidence,gold_escalate,predicted_escalate,predicted_escalation_reason,historical_evidence,helpfulness,intent_fit,grounding,factual_safety,escalation_appropriateness,professionalism,overall_pass,failure_reason,human_helpfulness,human_intent_fit,human_grounding,human_factual_safety,human_escalation_appropriateness,human_professionalism,human_overall_pass,human_failure_reason
2700856,Generic,Ordered something on @115821 prime for next day delivery yet it’s now coming in 1-2 days. What am I paying for exactly? 😐😐😐,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,delivery_delay,delivery_delay,0.42627176,yes,FALSE,none,"[{""customer_tweet_id"": 480488, ""customer_text"": ""Hey @115821, please explain why I am paying for Prime’s 2 day shipping when I am getting 5 day shipping #Amazon https://t.co/d2STAEeAnA"", ""amazon_reply"": ""@229189 Hello MJ, sorry you have not received your order. We'd like to assist! What was the delivery date provided in your order confirmation email? ^TE"", ""similarity"": 0.2738396459243699}, {""customer_tweet_id"": 1234212, ""customer_text"": ""@115821 Why does \""same day delivery\"" constantly turn into next day delivery after I place the order? Commitment issues?"", ""amazon_reply"": ""@409483 Hi Clark. We'd like to help the best we can. Has the delivery date for your order changed? ^HC"", ""similarity"": 0.238926118128039}, {""customer_tweet_id"": 836451, ""customer_text"": ""@115830 I pre-ordered one in August and then I did next day delivery for the second, neither have arrived."", ""amazon_reply"": ""@319104 Is there any info showing on their tracking via this link? : https://t.co/aaDyEz1VgE ^RL"", ""similarity"": 0.1884666045142653}]",4,5,5,5,5,5,TRUE,,,,,,,,,
980691,Retrieval,@AmazonHelp 問い合わせ先が見つからず困っておりました。ありがとうございます。,@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV,other_general,other_general,0.232553189,no,FALSE,none,"[{""customer_tweet_id"": 65899, ""customer_text"": ""@AmazonHelp Done"", ""amazon_reply"": ""@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV"", ""similarity"": 1.0}, {""customer_tweet_id"": 2880479, ""customer_text"": ""@AmazonHelp Useless"", ""amazon_reply"": ""@799341 We want to help you as much as possible, please contact us directly by clicking the following link: https://t.co/JzP7hlA23B.^BZ"", ""similarity"": 0.1918260533044177}, {""customer_tweet_id"": 2437734, ""customer_text"": ""@AmazonHelp Useless"", ""amazon_reply"": ""@337608 We'd like to help, kindly share your details here: https://t.co/GIJyeYqKE0, and we'll reach out to you soon. ^MA"", ""similarity"": 0.1918260533044177}]",2,2,5,5,5,4,FALSE,"The response is in English, while the customer's message is in Japanese. Additionally, the response uses a placeholder handle (@131073) instead of addressing the customer appropriately.",,,,,,,,
1899097,Generic,"@AmazonHelp ご丁寧にありがとうぎざいます。アプリの入れ直しはやってみたのですが、もう一度試してみます。
洋書のサンプルをDLしたところ、国内出版物を検索しても検出されなくなったのですが、何か設定が必要でしょうか？",I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,technical_product_issue,other_general,0.194423279,no,TRUE,low_intent_confidence,"[{""customer_tweet_id"": 65899, ""customer_text"": ""@AmazonHelp Done"", ""amazon_reply"": ""@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV"", ""similarity"": 1.0}, {""customer_tweet_id"": 2880479, ""customer_text"": ""@AmazonHelp Useless"", ""amazon_reply"": ""@799341 We want to help you as much as possible, please contact us directly by clicking the following link: https://t.co/JzP7hlA23B.^BZ"", ""similarity"": 0.1918260533044177}, {""customer_tweet_id"": 2437734, ""customer_text"": ""@AmazonHelp Useless"", ""amazon_reply"": ""@337608 We'd like to help, kindly share your details here: https://t.co/GIJyeYqKE0, and we'll reach out to you soon. ^MA"", ""similarity"": 0.1918260533044177}]",2,2,3,5,3,4,FALSE,"The response is in English while the customer is communicating in Japanese, which is inappropriate for a localized support interaction.",,,,,,,,
1380593,Retrieval,@AmazonHelp My delivery date was just updated to a three day window without explanation. Incredibly frustrating.,"@198992 We do not have any update as of now. Hence, kindly wait. ^HR",delivery_delay,order_status_tracking,0.222341224,yes,FALSE,none,"[{""customer_tweet_id"": 348635, ""customer_text"": ""@AmazonHelp Any date?"", ""amazon_reply"": ""@198992 We do not have any update as of now. Hence, kindly wait. ^HR"", ""similarity"": 0.2718546668876213}, {""customer_tweet_id"": 557034, ""customer_text"": ""@AmazonHelp Updated. Check."", ""amazon_reply"": ""@250065 We have sent a correspondence to your registered email account, kindly check. ^MJ"", ""similarity"": 0.260768562702293}, {""customer_tweet_id"": 1737604, ""customer_text"": ""@AmazonHelp Nothing wrong if you do that b4 delivery date and make customers happy. But you have pre coded words like \""Estimated\""."", ""amazon_reply"": ""@524525 I realize that, Dinesh. However, multiple factors lead up to the dates that are provided. I appreciate your patience. ^JC"", ""similarity"": 0.21122996066861122}]",2,4,5,5,5,3,TRUE,,,,,,,,,
1179698,Retrieval,Hey @115821 your delivery guy decided to leave the boxes for the entire building in our office.  Guess I'm the delivery guy now? https://t.co/zwSWiN8Nc8,"@184637 Sorry to know that, please connect with us here: https://t.co/TdDksLo6Mf and we'll check this out for you. ^MS",order_status_tracking,delivery_delay,0.250645561,yes,FALSE,none,"[{""customer_tweet_id"": 991010, ""customer_text"": ""@AmazonHelp ur delivery guy didn't call me &amp; I received a message saying I was not contactable!! Every time u prove u don't care abt custmr"", ""amazon_reply"": ""@184637 Sorry to know that, please connect with us here: https://t.co/TdDksLo6Mf and we'll check this out for you. ^MS"", ""similarity"": 0.24823364328434006}, {""customer_tweet_id"": 2460278, ""customer_text"": ""Hey @115821 I'd appreciate it if you would cancel my order for me😅😅😅😅😅😅😅"", ""amazon_reply"": ""@704512 Thanks for reaching out to us! We don't have access to your account via Twitter. Please check here for returns/refunds: https://t.co/WYHOlCv0Ty ^MO"", ""similarity"": 0.18726201296359563}, {""customer_tweet_id"": 480488, ""customer_text"": ""Hey @115821, please explain why I am paying for Prime’s 2 day shipping when I am getting 5 day shipping #Amazon https://t.co/d2STAEeAnA"", ""amazon_reply"": ""@229189 Hello MJ, sorry you have not received your order. We'd like to assist! What was the delivery date provided in your order confirmation email? ^TE"", ""similarity"": 0.11109075412076637}]",3,3,5,5,5,4,TRUE,,,,,,,,,
2931329,Agent,@AmazonHelp Nope. Like I said they never even knocked. It was royal mail. I did get my usual post and heard the letter box so went and checked to see if there was anything about Amazon but nothing. Used prime to do online Christmas shopping so it would be delivered.,I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,order_status_tracking,delivery_delay,0.256586269,yes,FALSE,none,"[{""customer_tweet_id"": 1246371, ""customer_text"": ""@115821 Very very fraud, \nOnline shopping &amp; online payment \nEven not received the product \n402-9266837-9705148\nPayment done online too"", ""amazon_reply"": ""@415450 Please don't provide your order details, we consider it to be personal information. Our page is visible to public.(2/2)^RI"", ""similarity"": 0.20268419039275853}, {""customer_tweet_id"": 1226571, ""customer_text"": ""@AmazonHelp I already did that. Got a revert on mail but not on call."", ""amazon_reply"": ""@404398 Please write back to the email you've received from our team, requesting for a call back and we'll get back to you. ^SQ"", ""similarity"": 0.1807316272268524}, {""customer_tweet_id"": 1302289, ""customer_text"": ""@AmazonHelp We have community mailboxes, I was given a key for a parcel box, indicating my parcel was delivered, but there was nothing in the box."", ""amazon_reply"": ""@340283 That is interesting! Have you tired contacting us via phone or chat? If so what options where you provided? ^LS"", ""similarity"": 0.1449602813291294}]",2,3,3,5,5,4,TRUE,,,,,,,,,
2212038,Generic,"Hi @115821, your delivery service sucks.  Can you give Prime members a @115817 delivery option? At least they know what they are doing.",I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,order_status_tracking,delivery_delay,0.345912753,yes,FALSE,none,"[{""customer_tweet_id"": 1405313, ""customer_text"": ""@AmazonHelp What is the differnece between prime reading and unlimited? Which one is free for prime members without additional services? 1/2"", ""amazon_reply"": ""@172901 Kindle Unlimited is an extra subscription that gives you access to a large catalog of Kindle titles: https://t.co/KI1R1WQ6RC ^TH"", ""similarity"": 0.22489326276336227}, {""customer_tweet_id"": 939517, ""customer_text"": ""@AmazonHelp @115817 But they didnt. Somehow @115821 system shows it as if it was picked up."", ""amazon_reply"": ""@342711 Thanks for the info. We'd like a second chance to look into this. Please contact us here: https://t.co/EKXRLsnxJu ^GG"", ""similarity"": 0.14642084945839148}, {""customer_tweet_id"": 2504828, ""customer_text"": ""Hi @115830. Thanks for my Prime delivery today. Who pays for a replacement letterbox please? https://t.co/tLLnGGpdrW"", ""amazon_reply"": ""@714306 I'm so sorry about the damage to your letterbox, Dave! Can you reach out to us via phone here so that we can look into this with you?  https://t.co/JzP7hlA23B ^GS"", ""similarity"": 0.13179882534121137}]",4,4,5,5,5,5,TRUE,,,,,,,,,
379433,Generic,"Had an @115830 USB lightening cable for a month n it's packed in already, cba man😴",I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,technical_product_issue,delivery_delay,0.157147827,no,TRUE,low_intent_confidence,"[{""customer_tweet_id"": 1755084, ""customer_text"": ""@AmazonHelp Just 3 days after this month will end 🤔"", ""amazon_reply"": ""@528569 I understand your love for music :) It will be expanded to other devices and platforms in the future. Please stay tuned! ^BS"", ""similarity"": 0.2576680067107038}, {""customer_tweet_id"": 2493660, ""customer_text"": ""@115825 Hi!  Wann kann man denn die Neue Staffel Lucifer bei Euch ansehen? LG"", ""amazon_reply"": ""@711838 Auf Englisch ist sie schon verfügbar: https://t.co/HTun3oZGUE Sobald es weiter Infos gibt, geben wir dies bekannt. Lieben Gruß ^NW"", ""similarity"": 0.11418423092923426}, {""customer_tweet_id"": 530001, ""customer_text"": ""@AmazonHelp THERES MORE !!!! @115830 https://t.co/JRdxSl5ghg"", ""amazon_reply"": ""@242735 Hi James, please get in touch via the link provided by ^FJ &amp; we'll be able to look into this for you. ^TS"", ""similarity"": 0.10349370332822788}]",4,4,5,5,5,5,TRUE,,,,,,,,,
2880426,Agent,"Le principe, c'est d'acheter *un* cadeau de Noël au meilleur prix. Ben avec @115821 c'est pas forcément simple. https://t.co/f9oucvQwal",I can help with your order status. Please check the current tracking information for the latest update on your order.,other_general,order_status_tracking,0.202470638,no,FALSE,none,"[{""customer_tweet_id"": 167936, ""customer_text"": ""Qd tu a 4 fois @120533 au téléphone pour te dire que ta commande n'est pas envoyée car il manque encore un produit mais que tu ne peux pas l'annuler parce qu'elle est sur le point d'être expédié.\nEt bah ça énerve un peu qd même."", ""amazon_reply"": ""@155066 Bonsoir Yann, désolée d'apprendre cela. La livraison de votre colis est prévue pour quand s'il vous plaît ? ^MA"", ""similarity"": 0.24813423944127966}, {""customer_tweet_id"": 2431121, ""customer_text"": ""@AmazonHelp La capture d'écran suivante provient de Firefox (les précédentes provenaient de Chrome), on dirait que c'est un design différent qui est appliqué sous Chrome (voir la couleur du titre et le design du bouton) https://t.co/d8K18vlCcb"", ""amazon_reply"": ""@697863 Il s'agit bien d'un souci d'affichage du navigateur et non une erreur graphique sur le site. Merci quand même de nous l'avoir signalé. ^MH"", ""similarity"": 0.1464958873029147}, {""customer_tweet_id"": 510268, ""customer_text"": ""@AmazonHelp Vu tous les tweets que je viens de lire, c'est inadmissible que Amazon prenne encore @120535 pour ses envois. Laissez nous le choix du transporteur au pire ..."", ""amazon_reply"": ""@237233 Le choix du transporteur n'est malheureusement pas possible mais vos avis nous sont importants pour améliorer la qualité des services. Merci pour votre compréhension. ^MH"", ""similarity"": 0.13743507028342378}]",2,2,3,5,5,4,FALSE,"The response is in English while the customer message is in French, and it provides a generic instruction rather than addressing the customer's specific frustration regarding pricing or service quality.",,,,,,,,
2424519,Generic,@117795 parcels are not coming next day #whyamipayingforprime,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,delivery_delay,delivery_delay,0.193002474,yes,TRUE,low_intent_confidence,"[{""customer_tweet_id"": 2837004, ""customer_text"": ""I wish @115830 had a 'do not leave with neighbours' option. I would rather get my parcels from the post office than knock on random doors."", ""amazon_reply"": ""@139715 Hey, you can assign your own safe place to your order so all your future parcels will be left there and not with a neighbour. You can find more info about it here: https://t.co/eISP3ti6wH ^MA"", ""similarity"": 0.12557026720076656}, {""customer_tweet_id"": 1104500, ""customer_text"": ""@117795 thank u for allowing us people to feel more entitled then we already do I want my stuff now &amp; when I mean now I mean Sunday"", ""amazon_reply"": ""@380638 W/out giving account info can you tell us what's going on? Did an order not arrive on time here: https://t.co/Y5jpI9gRhE? ^JM"", ""similarity"": 0.1136294635353178}, {""customer_tweet_id"": 2735694, ""customer_text"": ""One day @115821 will hire delivery drives that can read an address label. One day... not today though.  😑"", ""amazon_reply"": ""@400341 It sounds like you had a bad experience, my apologies. Without providing any account information can you give us some more details? ^CH"", ""similarity"": 0.1078687463679378}]",3,4,4,5,4,5,TRUE,,,,,,,,,
