customer_tweet_id,gold_intent,predicted_intent,gold_escalate,predicted_escalate,generic_reply,retrieval_reply,agent_reply,generic_actionability,retrieval_actionability,agent_actionability,generic_customer_similarity,retrieval_customer_similarity,agent_customer_similarity,generic_reference_overlap,agent_reference_overlap,retrieval_reference_overlap
2424519,delivery_delay,delivery_delay,yes,True,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@139715 Hey, you can assign your own safe place to your order so all your future parcels will be left there and not with a neighbour. You can find more info about it here: https://t.co/eISP3ti6wH ^MA",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,1.0,0.0,1.0,0.0,0.03371450987326243,0.0,0.09803921568627451,0.12962962962962962,1.0
980691,other_general,other_general,no,False,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,1.0,0.0,1.0,0.0,0.0,0.0,0.12195121951219512,0.12195121951219512,1.0
306558,return_replacement,technical_product_issue,no,True,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@528569 I understand your love for music :) It will be expanded to other devices and platforms in the future. Please stay tuned! ^BS,I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,1.0,0.0,1.0,0.0,0.0,0.0,0.11627906976744186,0.08163265306122448,1.0
1092429,other_general,other_general,no,True,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@199875 Normal meldet sie sich nur wenn sie gefragt wird, oder wenn jemand (auch der TV) ein ähnliches Wort ausspricht. Wie man das Aktivierungswort ändert, kannst du hier nachlesen: https://t.co/vyzB3gZe0T ^BL",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,1.0,0.0,1.0,0.0,0.0175535598536307,0.0,0.0,0.0,1.0
71890,payment_billing,other_general,no,True,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@140385 Bonsoir, pouvez-vous nous expliquer davantage le souci je vous prie ? ^KE",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,1.0,0.0,1.0,0.0,0.05257779215934327,0.0,0.0,0.0,1.0
1234092,missing_package,delivery_delay,yes,True,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@340283 That is interesting! Have you tired contacting us via phone or chat? If so what options where you provided? ^LS,I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,1.0,0.6666666666666666,1.0,0.0,0.0,0.018964226890898134,0.046511627906976744,0.041666666666666664,1.0
534144,payment_billing,other_general,yes,True,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@155066 Bonsoir Yann, désolée d'apprendre cela. La livraison de votre colis est prévue pour quand s'il vous plaît ? ^MA",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,1.0,0.0,1.0,0.0,0.02979435569616189,0.0,0.0,0.0,1.0
2977461,other_general,other_general,no,True,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@731406 We'd like to take a closer look at this with you. Please reach out to us at your earliest convenience here: https://t.co/Q7Ftz6nj80 ^LJ,I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,1.0,0.0,1.0,0.0,0.0,0.0,0.09302325581395349,0.08333333333333333,1.0
497290,other_general,other_general,yes,True,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV,I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,1.0,0.0,1.0,0.0,0.0,0.0,0.12195121951219512,0.10869565217391304,1.0
2880426,other_general,order_status_tracking,no,False,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@155066 Bonsoir Yann, désolée d'apprendre cela. La livraison de votre colis est prévue pour quand s'il vous plaît ? ^MA",I can help with your order status. Please check the current tracking information for the latest update on your order.,1.0,0.0,0.6666666666666666,0.0,0.029124071745920115,0.0,0.0,0.0,1.0
2840267,other_general,other_general,yes,False,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@414819 I understand your concern about the Amazon pay balance. Did you happen to report this to our support team? If no, please contact us here: https://t.co/vlvfJr4nN9 so we can assist you.^PJ",I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,1.0,0.3333333333333333,1.0,0.028917319847062795,0.02591803341523842,0.028917319847062795,0.1956521739130435,0.1956521739130435,1.0
2962796,delivery_delay,delivery_delay,no,False,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@409483 Hi Clark. We'd like to help the best we can. Has the delivery date for your order changed? ^HC,I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,1.0,0.0,0.6666666666666666,0.0,0.03833080021904462,0.03833080021904462,0.1,0.15151515151515152,1.0
570007,missing_package,delivery_delay,yes,True,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@332123 Just to clarify, what shipping method is shown for your item? Did you start a Prime membership with this order? ^DW",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,1.0,0.0,1.0,0.0,0.011847457292649868,0.0,0.06818181818181818,0.10638297872340426,1.0
1390969,other_general,other_general,yes,True,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@337608 We'd like to help, kindly share your details here: https://t.co/GIJyeYqKE0, and we'll reach out to you soon. ^MA",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,1.0,0.0,1.0,0.0,0.0,0.0,0.10256410256410256,0.09090909090909091,1.0
317448,technical_product_issue,other_general,no,True,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@484393 Guten Morgen! Oje 😟 Magst du dich bitte bei uns melden: https://t.co/IZA9YnmZyZ ^TG,I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
402188,delivery_delay,delivery_delay,yes,True,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@152965 Hi Nathan, I'm sorry to hear this. Were you advised why your order was cancelled? What was the estimated delivery date when you received your order confirmation? ^JC",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,1.0,0.0,1.0,0.0,0.0,0.0,0.1590909090909091,0.14285714285714285,1.0
853920,other_general,order_status_tracking,yes,True,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@312151 Sometimes delays can happen, but we want to make sure you receive your order! Let us know if it doesn't arrive by tomorrow! ^ME",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,1.0,0.0,1.0,0.0,0.05519676856768577,0.0,0.0851063829787234,0.07692307692307693,1.0
1180559,damaged_item,damaged_item,yes,True,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@182175 Are you able to log in this account? If so, please change the password. Keep us posted ^BD",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.1282051282051282,0.06521739130434782,1.0
1899097,technical_product_issue,other_general,no,True,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@131073 Please write to us via DM with your concern and we'll be glad to assist you with this right away. ^BV,I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,1.0,0.0,1.0,0.0,0.0,0.0,0.12195121951219512,0.10869565217391304,1.0
2906573,damaged_item,delivery_delay,yes,False,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@529830 Thanks for confirming! Since this requires account access, please contact here: https://t.co/233GuUIPkP for a full review. ^TM",I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,1.0,1.0,0.6666666666666666,0.0,0.019608004956740928,0.019608004956740928,0.05128205128205128,0.06060606060606061,1.0
392197,other_general,other_general,no,True,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@340283 That is interesting! Have you tired contacting us via phone or chat? If so what options where you provided? ^LS,I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.046511627906976744,0.041666666666666664,1.0
1380593,delivery_delay,order_status_tracking,yes,False,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@198992 We do not have any update as of now. Hence, kindly wait. ^HR",I can help with your order status. Please check the current tracking information for the latest update on your order.,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.02631578947368421,0.03333333333333333,1.0
2931329,order_status_tracking,delivery_delay,yes,False,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@415450 Please don't provide your order details, we consider it to be personal information. Our page is visible to public.(2/2)^RI",I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.11904761904761904,0.1388888888888889,1.0
1179698,order_status_tracking,delivery_delay,yes,False,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@184637 Sorry to know that, please connect with us here: https://t.co/TdDksLo6Mf and we'll check this out for you. ^MS",I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,1.0,0.3333333333333333,0.6666666666666666,0.0,0.02121225743193513,0.03890680286047121,0.15789473684210525,0.11764705882352941,1.0
1249443,other_general,other_general,no,True,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@126077 We'd like to take a closer look at the delivery with you. When you have a moment, contact us here: https://t.co/JzP7hlA23B ^RA",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.06976744186046512,0.0851063829787234,1.0
2700856,delivery_delay,delivery_delay,yes,False,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@229189 Hello MJ, sorry you have not received your order. We'd like to assist! What was the delivery date provided in your order confirmation email? ^TE",I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,1.0,0.3333333333333333,0.6666666666666666,0.0,0.022560117839596446,0.027516467115510507,0.1111111111111111,0.1282051282051282,1.0
230182,other_general,order_status_tracking,yes,False,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@347201 Thank you for confirming. If you have shared your details, our team will get back to you soon. ^AG",I can help with your order status. Please check the current tracking information for the latest update on your order.,1.0,0.0,0.6666666666666666,0.04403892544456898,0.028017595665981533,0.048930121072959146,0.04878048780487805,0.06060606060606061,1.0
819504,order_status_tracking,other_general,yes,True,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@194202 Dann melde dich bitte mal über diesen Link bei uns, dem Amazon.de Social Media Team: https://t.co/cUDnC8mjd7 ^AN",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2836887,missing_package,other_general,yes,False,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@303000 You can send us an e-mail via our website if you go to the following link:  https://t.co/JzP7hlA23B ^KI,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,1.0,0.0,1.0,0.0326643109313613,0.0,0.0326643109313613,0.075,0.075,1.0
1406573,delivery_delay,delivery_delay,yes,False,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@409483 Hi Clark. We'd like to help the best we can. Has the delivery date for your order changed? ^HC,I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,1.0,0.0,0.6666666666666666,0.0,0.024687308451382027,0.024687308451382027,0.1,0.15151515151515152,1.0
2318469,account_access,order_status_tracking,yes,True,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@529830 Thanks for confirming! Since this requires account access, please contact here: https://t.co/233GuUIPkP for a full review. ^TM",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,1.0,1.0,1.0,0.02517081959511149,0.0,0.020080298031225165,0.05128205128205128,0.06976744186046512,1.0
366498,return_replacement,order_status_tracking,no,True,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,"@396102 Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. ^NR 2/2",I'm sorry you're experiencing this issue. I've identified that this case should be reviewed by a human support agent. A support agent can review the order details and help with the next steps.,1.0,0.6666666666666666,1.0,0.049568779985540816,0.049568779985540816,0.039544039135984276,0.11904761904761904,0.04,1.0
2212038,order_status_tracking,delivery_delay,yes,False,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@172901 Kindle Unlimited is an extra subscription that gives you access to a large catalog of Kindle titles: https://t.co/KI1R1WQ6RC ^TH,I'm sorry your package is delayed. Please check the current tracking status of your order for the latest delivery information.,1.0,0.0,0.6666666666666666,0.0,0.0,0.04659584661839987,0.023809523809523808,0.05714285714285714,1.0
2824653,order_status_tracking,order_status_tracking,yes,False,I'm sorry you're experiencing this issue. Please provide the relevant order details so we can better understand the problem and determine the appropriate next steps.,@158355 I'm sorry for the inconvenience. We'd like to look into it and work on it. (1/3)^AP,I can help with your order status. Please check the current tracking information for the latest update on your order.,1.0,0.0,0.6666666666666666,0.04051168742804428,0.0,0.09438491161053554,0.15384615384615385,0.12121212121212122,1.0
